,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2,2.5,0.5,poly,4,3,0.6666666666666666,10,10,1,auto,0.8787878787878788,0.01,0.01,poly,4,2,0.8787878787878788,10,10,1,auto,0.8787878787878788
1,3,0.5,0.5,poly,4,3,0.7352941176470589,25,15,1,auto,0.8529411764705882,2.5,0.01,rbf,0,0,0.8823529411764706,25,15,1,auto,0.8529411764705882
2,4,1.0,0.5,poly,4,3,0.7058823529411765,10,5,1,sqrt,0.8823529411764706,0.01,0.01,poly,3,2,0.8235294117647058,10,5,1,sqrt,0.8823529411764706
3,5,3.5,1.0,poly,4,3,0.7647058823529411,25,10,1,auto,0.9117647058823529,1.0,0.01,rbf,0,0,0.9117647058823529,25,10,1,auto,0.9117647058823529
4,6,1.0,0.5,poly,4,2,0.7352941176470589,10,10,3,sqrt,0.8235294117647058,0.5,0.1,poly,4,2,0.9117647058823529,10,10,3,sqrt,0.8235294117647058
