,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2,0.01,0.01,linear,0,0,0.6060606060606061,25,15,1,auto,0.7575757575757576,0.1,0.05,poly,2,1,0.696969696969697,25,15,1,auto,0.7575757575757576
1,3,0.01,0.01,linear,0,0,0.6176470588235294,25,15,1,auto,0.7647058823529411,1.0,0.1,rbf,0,0,0.7941176470588235,25,15,1,auto,0.7647058823529411
2,4,0.01,0.01,linear,0,0,0.6176470588235294,10,15,1,sqrt,0.7647058823529411,3.0,0.5,poly,4,0,0.7352941176470589,10,15,1,sqrt,0.7647058823529411
3,5,0.01,0.01,linear,0,0,0.6176470588235294,10,10,1,auto,0.8235294117647058,0.5,0.01,poly,3,2,0.7352941176470589,10,10,1,auto,0.8235294117647058
4,6,0.01,0.01,linear,0,0,0.6176470588235294,10,5,1,auto,0.6470588235294118,0.5,0.01,rbf,0,0,0.7352941176470589,10,5,1,auto,0.6470588235294118
