,0,1
0,not,0.8903167920209192
1,when,0.8936453811967938
2,so,0.8926242219332152
3,now,0.8984017841231503
4,own,0.9023346877764457
5,then,0.8986781378000972
6,nt,0.8984721606612978
7,just,0.8953487895677233
8,other,0.8741589394558537
9,how,0.9026758867937154
