,groupId,files,timeRun,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC
0,Shepherd_train05,10,15.85309100151062,0.09189301315402057,0.05722607673999906,1.0,0.0,17.0,0.06905420726956842,0.778449544556634,0.74760586813787
1,Shepherd_train32,10,18.442185163497925,0.10245460082636189,0.0599168146284461,0.9,0.09999999999999998,18.7,0.06663875492496259,0.7759558023296529,0.8235733831235968
2,Shepherd_train27,10,16.909281969070435,0.09424106203527556,0.0584479435150531,1.0,0.0,16.5,0.061499371184302855,0.7603147475008459,0.7422038405321391
3,Unitarian_train13,10,18.875119924545288,0.10606837496275176,0.04783116126201513,1.0,0.0,23.1,0.12715837160307888,0.8641141255322291,0.7569339324499783
4,MehrBaba_test01,3,3.6707570552825928,0.11794444459606324,0.04532774841381245,1.0,0.0,17.0,0.35566316922249125,0.8840029196690964,0.7624560361561675
5,Rabbinic_train04,10,12.079584121704102,0.09445598039171924,0.04557972379999782,1.0,0.0,22.1,0.2932205622577596,0.8990923581482386,0.9152796977939204
6,DorothyDay_train68,10,12.017474889755249,0.08739333395423646,0.03998823248613202,1.0,0.0,15.7,0.1898077304868203,0.8841476376249862,0.9028998057994654
7,Shepherd_train44,10,14.228612899780273,0.0962964071036404,0.06798807050201439,0.8,0.19999999999999996,17.9,0.09302257927004344,0.7380996525690612,0.8031700387903253
8,JohnPiper_train04,10,13.41439700126648,0.08966244276383165,0.05235995890743753,0.9,0.09999999999999998,21.4,0.160027977637928,0.9089445730134107,0.873219587627766
9,Shepherd_test04,10,16.272585153579712,0.10276331261230336,0.053092913893065065,1.0,0.0,18.2,0.07974961320702145,0.7987205343456638,0.7374705560695837
10,JohnPiper_test02,10,12.870537042617798,0.09533863197734767,0.05531506871389626,0.9,0.09999999999999998,20.6,0.16131276458005053,0.8992136457078992,0.8791021387446817
11,DorothyDay_test02,10,9.864814043045044,0.0900407031935101,0.04163014430593455,0.9,0.09999999999999998,14.1,0.1657010996459378,0.8977411191195506,0.836412728262796
12,DorothyDay_train12,10,11.156779050827026,0.09381091586932054,0.033547919502701695,1.0,0.0,14.2,0.15895644498598882,,0.8672540757393068
13,Unitarian_train07,10,16.672667980194092,0.101937792950941,0.05101624011272778,1.0,0.0,21.5,0.12958495948619203,0.8346033871948061,0.8485571047275045
14,DorothyDay_train29,10,12.481213092803955,0.09180418894131699,0.03758725466300128,1.0,0.0,15.6,0.15351050371470765,0.8797768858690729,0.8498963323921152
15,DorothyDay_train65,10,10.448336124420166,0.0816765273966544,0.03533631263652582,1.0,0.0,14.6,0.17143075256645718,0.9067776919248288,0.8699893284901666
16,JohnPiper_train31,10,16.321955919265747,0.09180148766167973,0.048475348798475974,1.0,0.0,20.6,0.13181420616326445,0.8948308630881592,0.8303437037109168
17,WBC_train13,10,16.92781400680542,0.07882359965807854,0.07511237356442238,0.5,0.5,25.0,0.1757515466388082,0.8922431451413934,0.8865634175955772
18,Shepherd_train65,5,9.526543855667114,0.09144049358246162,0.054264938314652865,1.0,0.0,18.6,0.06497388399965442,0.8086866107389484,0.8017030088367896
19,Shepherd_train59,10,16.94186806678772,0.09908942437977682,0.055040798524484236,1.0,0.0,14.7,0.0503825097795394,0.7296263689512669,0.7699807804483128
20,MehrBaba_train05,10,13.803194046020508,0.11312870874215612,0.0457080619530396,1.0,0.0,21.1,0.19240605440180047,0.8785460749985152,0.9407815081809657
21,Shepherd_train10,10,16.779985904693604,0.0948893011883892,0.05264359924166166,0.9,0.09999999999999998,16.4,0.05666055478720662,0.7703637806446945,0.8560128784336738
22,Shepherd_train09,10,18.02333903312683,0.10010572494295403,0.05548758714738653,1.0,0.0,17.6,0.06173855920496281,0.7699663575077829,0.722931935048422
23,DorothyDay_train20,10,10.384804964065552,0.09158300430787665,0.04285271515176316,1.0,0.0,12.3,0.13864983598706632,0.8924779959873517,0.8570584807494155
24,JohnPiper_train38,10,13.852187871932983,0.09711295812916082,0.04643248640569744,1.0,0.0,17.6,0.1133519841138962,0.8635272730712312,0.8670783166840955
25,PastorAnderson_test01,10,52.58948302268982,0.0902483733610377,0.05660143928090122,0.9,0.09999999999999998,57.0,0.07311505281365668,0.8906897093961998,0.9225476061702744
26,JohnPiper_train41,10,14.056718826293945,0.1007877069460396,0.044740791139349985,1.0,0.0,19.3,0.1257050584463505,0.8754222934912006,0.8894268148045615
27,WBC_train00,10,17.438722133636475,0.08033222740734204,0.0761247918691919,0.7,0.30000000000000004,29.3,0.18163196865027503,0.8871867399317424,0.8866942023863247
28,DorothyDay_train64,10,12.545800924301147,0.08626440714922849,0.04242533861316715,1.0,0.0,18.4,0.17605801991376463,0.8909007131854608,0.8634466662573276
29,DorothyDay_train59,10,7.969825029373169,0.08866867006384935,0.037277783994972204,1.0,0.0,10.0,0.1556715305794079,0.8791176392538584,0.9179624541712068
30,DorothyDay_train41,10,11.12814998626709,0.08949371262559729,0.03808940244068435,1.0,0.0,12.9,0.1368951502664993,0.8858771721547571,0.7599209779871012
31,NaumanKhan_test00,9,31.06174397468567,0.08589892075041579,0.032424269670247086,1.0,0.0,40.55555555555556,0.15744705615671598,0.8225737948333736,0.7200895543508878
32,JohnPiper_train26,10,14.938613891601562,0.09992725010403776,0.05344297708925037,1.0,0.0,21.0,0.11357741130061065,0.8934193127757976,0.8927771396045541
33,MehrBaba_train02,10,9.480193138122559,0.10340619878110746,0.04674899462667563,1.0,0.0,17.7,0.30881715835706236,0.9098638531783726,0.8949662590067241
