,C,epsilon,kernel,degree,coef,accuracy
3676,3.5,0.01,sigmoid,4,0,0.6632653061224489
3677,3.5,0.01,sigmoid,4,1,0.6632653061224489
3678,3.5,0.01,sigmoid,4,2,0.6632653061224489
3679,3.5,0.01,sigmoid,4,3,0.6632653061224489
3680,3.5,0.05,linear,0,0,0.7244897959183674
3681,3.5,0.05,linear,0,1,0.7244897959183674
3682,3.5,0.05,linear,0,2,0.7244897959183674
3683,3.5,0.05,linear,0,3,0.7244897959183674
3684,3.5,0.05,linear,1,0,0.7244897959183674
3685,3.5,0.05,linear,1,1,0.7244897959183674
3686,3.5,0.05,linear,1,2,0.7244897959183674
3687,3.5,0.05,linear,1,3,0.7244897959183674
3688,3.5,0.05,linear,2,0,0.7244897959183674
3689,3.5,0.05,linear,2,1,0.7244897959183674
3690,3.5,0.05,linear,2,2,0.7244897959183674
3691,3.5,0.05,linear,2,3,0.7244897959183674
3692,3.5,0.05,linear,3,0,0.7244897959183674
3693,3.5,0.05,linear,3,1,0.7244897959183674
3694,3.5,0.05,linear,3,2,0.7244897959183674
3695,3.5,0.05,linear,3,3,0.7244897959183674
3696,3.5,0.05,linear,4,0,0.7244897959183674
3697,3.5,0.05,linear,4,1,0.7244897959183674
3698,3.5,0.05,linear,4,2,0.7244897959183674
3699,3.5,0.05,linear,4,3,0.7244897959183674
3700,3.5,0.05,poly,0,0,0.6632653061224489
3701,3.5,0.05,poly,0,1,0.6632653061224489
3702,3.5,0.05,poly,0,2,0.6632653061224489
3703,3.5,0.05,poly,0,3,0.6632653061224489
3704,3.5,0.05,poly,1,0,0.7244897959183674
3705,3.5,0.05,poly,1,1,0.7244897959183674
3706,3.5,0.05,poly,1,2,0.6632653061224489
3707,3.5,0.05,poly,1,3,0.7244897959183674
3708,3.5,0.05,poly,2,0,0.0
3709,3.5,0.05,poly,2,1,0.0
3710,3.5,0.05,poly,2,2,0.02040816326530612
3711,3.5,0.05,poly,2,3,0.3163265306122449
3712,3.5,0.05,poly,3,0,0.0
3713,3.5,0.05,poly,3,1,0.0
3714,3.5,0.05,poly,3,2,0.0
3715,3.5,0.05,poly,3,3,0.0
3716,3.5,0.05,poly,4,0,0.0
3717,3.5,0.05,poly,4,1,0.0
3718,3.5,0.05,poly,4,2,0.0
3719,3.5,0.05,poly,4,3,0.0
3720,3.5,0.05,rbf,0,0,0.7857142857142857
3721,3.5,0.05,rbf,0,1,0.7857142857142857
3722,3.5,0.05,rbf,0,2,0.7857142857142857
3723,3.5,0.05,rbf,0,3,0.7857142857142857
3724,3.5,0.05,rbf,1,0,0.7857142857142857
3725,3.5,0.05,rbf,1,1,0.7857142857142857
3726,3.5,0.05,rbf,1,2,0.7857142857142857
3727,3.5,0.05,rbf,1,3,0.7857142857142857
3728,3.5,0.05,rbf,2,0,0.7857142857142857
3729,3.5,0.05,rbf,2,1,0.7857142857142857
3730,3.5,0.05,rbf,2,2,0.7857142857142857
3731,3.5,0.05,rbf,2,3,0.7857142857142857
3732,3.5,0.05,rbf,3,0,0.7857142857142857
3733,3.5,0.05,rbf,3,1,0.7857142857142857
3734,3.5,0.05,rbf,3,2,0.7857142857142857
3735,3.5,0.05,rbf,3,3,0.7857142857142857
3736,3.5,0.05,rbf,4,0,0.7857142857142857
3737,3.5,0.05,rbf,4,1,0.7857142857142857
3738,3.5,0.05,rbf,4,2,0.7857142857142857
3739,3.5,0.05,rbf,4,3,0.7857142857142857
3740,3.5,0.05,sigmoid,0,0,0.6632653061224489
3741,3.5,0.05,sigmoid,0,1,0.6632653061224489
3742,3.5,0.05,sigmoid,0,2,0.6632653061224489
3743,3.5,0.05,sigmoid,0,3,0.6632653061224489
3744,3.5,0.05,sigmoid,1,0,0.6632653061224489
3745,3.5,0.05,sigmoid,1,1,0.6632653061224489
3746,3.5,0.05,sigmoid,1,2,0.6632653061224489
3747,3.5,0.05,sigmoid,1,3,0.6632653061224489
3748,3.5,0.05,sigmoid,2,0,0.6632653061224489
3749,3.5,0.05,sigmoid,2,1,0.6632653061224489
3750,3.5,0.05,sigmoid,2,2,0.6632653061224489
3751,3.5,0.05,sigmoid,2,3,0.6632653061224489
3752,3.5,0.05,sigmoid,3,0,0.6632653061224489
3753,3.5,0.05,sigmoid,3,1,0.6632653061224489
3754,3.5,0.05,sigmoid,3,2,0.6632653061224489
3755,3.5,0.05,sigmoid,3,3,0.6632653061224489
3756,3.5,0.05,sigmoid,4,0,0.6632653061224489
3757,3.5,0.05,sigmoid,4,1,0.6632653061224489
3758,3.5,0.05,sigmoid,4,2,0.6632653061224489
3759,3.5,0.05,sigmoid,4,3,0.6632653061224489
3760,3.5,0.1,linear,0,0,0.6938775510204082
3761,3.5,0.1,linear,0,1,0.6938775510204082
3762,3.5,0.1,linear,0,2,0.6938775510204082
3763,3.5,0.1,linear,0,3,0.6938775510204082
3764,3.5,0.1,linear,1,0,0.6938775510204082
3765,3.5,0.1,linear,1,1,0.6938775510204082
3766,3.5,0.1,linear,1,2,0.6938775510204082
3767,3.5,0.1,linear,1,3,0.6938775510204082
3768,3.5,0.1,linear,2,0,0.6938775510204082
3769,3.5,0.1,linear,2,1,0.6938775510204082
3770,3.5,0.1,linear,2,2,0.6938775510204082
3771,3.5,0.1,linear,2,3,0.6938775510204082
3772,3.5,0.1,linear,3,0,0.6938775510204082
3773,3.5,0.1,linear,3,1,0.6938775510204082
3774,3.5,0.1,linear,3,2,0.6938775510204082
3775,3.5,0.1,linear,3,3,0.6938775510204082
3776,3.5,0.1,linear,4,0,0.6938775510204082
3777,3.5,0.1,linear,4,1,0.6938775510204082
3778,3.5,0.1,linear,4,2,0.6938775510204082
3779,3.5,0.1,linear,4,3,0.6938775510204082
3780,3.5,0.1,poly,0,0,0.6632653061224489
3781,3.5,0.1,poly,0,1,0.6632653061224489
3782,3.5,0.1,poly,0,2,0.6632653061224489
3783,3.5,0.1,poly,0,3,0.6632653061224489
3784,3.5,0.1,poly,1,0,0.7244897959183674
3785,3.5,0.1,poly,1,1,0.7244897959183674
3786,3.5,0.1,poly,1,2,0.7244897959183674
3787,3.5,0.1,poly,1,3,0.7244897959183674
3788,3.5,0.1,poly,2,0,0.0
3789,3.5,0.1,poly,2,1,0.37755102040816324
3790,3.5,0.1,poly,2,2,0.08163265306122448
3791,3.5,0.1,poly,2,3,0.07142857142857142
3792,3.5,0.1,poly,3,0,0.0
3793,3.5,0.1,poly,3,1,0.0
3794,3.5,0.1,poly,3,2,0.0
3795,3.5,0.1,poly,3,3,0.02040816326530612
3796,3.5,0.1,poly,4,0,0.0
3797,3.5,0.1,poly,4,1,0.0
3798,3.5,0.1,poly,4,2,0.01020408163265306
3799,3.5,0.1,poly,4,3,0.01020408163265306
3800,3.5,0.1,rbf,0,0,0.7857142857142857
3801,3.5,0.1,rbf,0,1,0.7857142857142857
3802,3.5,0.1,rbf,0,2,0.7857142857142857
3803,3.5,0.1,rbf,0,3,0.7857142857142857
3804,3.5,0.1,rbf,1,0,0.7857142857142857
3805,3.5,0.1,rbf,1,1,0.7857142857142857
3806,3.5,0.1,rbf,1,2,0.7857142857142857
3807,3.5,0.1,rbf,1,3,0.7857142857142857
3808,3.5,0.1,rbf,2,0,0.7857142857142857
3809,3.5,0.1,rbf,2,1,0.7857142857142857
3810,3.5,0.1,rbf,2,2,0.7857142857142857
3811,3.5,0.1,rbf,2,3,0.7857142857142857
3812,3.5,0.1,rbf,3,0,0.7857142857142857
3813,3.5,0.1,rbf,3,1,0.7857142857142857
3814,3.5,0.1,rbf,3,2,0.7857142857142857
3815,3.5,0.1,rbf,3,3,0.7857142857142857
3816,3.5,0.1,rbf,4,0,0.7857142857142857
3817,3.5,0.1,rbf,4,1,0.7857142857142857
3818,3.5,0.1,rbf,4,2,0.7857142857142857
3819,3.5,0.1,rbf,4,3,0.7857142857142857
3820,3.5,0.1,sigmoid,0,0,0.6632653061224489
3821,3.5,0.1,sigmoid,0,1,0.6632653061224489
3822,3.5,0.1,sigmoid,0,2,0.6632653061224489
3823,3.5,0.1,sigmoid,0,3,0.6632653061224489
3824,3.5,0.1,sigmoid,1,0,0.6632653061224489
3825,3.5,0.1,sigmoid,1,1,0.6632653061224489
3826,3.5,0.1,sigmoid,1,2,0.6632653061224489
3827,3.5,0.1,sigmoid,1,3,0.6632653061224489
3828,3.5,0.1,sigmoid,2,0,0.6632653061224489
3829,3.5,0.1,sigmoid,2,1,0.6632653061224489
3830,3.5,0.1,sigmoid,2,2,0.6632653061224489
3831,3.5,0.1,sigmoid,2,3,0.6632653061224489
3832,3.5,0.1,sigmoid,3,0,0.6632653061224489
3833,3.5,0.1,sigmoid,3,1,0.6632653061224489
3834,3.5,0.1,sigmoid,3,2,0.6632653061224489
3835,3.5,0.1,sigmoid,3,3,0.6632653061224489
3836,3.5,0.1,sigmoid,4,0,0.6632653061224489
3837,3.5,0.1,sigmoid,4,1,0.6632653061224489
3838,3.5,0.1,sigmoid,4,2,0.6632653061224489
3839,3.5,0.1,sigmoid,4,3,0.6632653061224489
3840,3.5,0.5,linear,0,0,0.6836734693877551
3841,3.5,0.5,linear,0,1,0.6836734693877551
3842,3.5,0.5,linear,0,2,0.6836734693877551
3843,3.5,0.5,linear,0,3,0.6836734693877551
3844,3.5,0.5,linear,1,0,0.6836734693877551
3845,3.5,0.5,linear,1,1,0.6836734693877551
3846,3.5,0.5,linear,1,2,0.6836734693877551
3847,3.5,0.5,linear,1,3,0.6836734693877551
3848,3.5,0.5,linear,2,0,0.6836734693877551
3849,3.5,0.5,linear,2,1,0.6836734693877551
3850,3.5,0.5,linear,2,2,0.6836734693877551
3851,3.5,0.5,linear,2,3,0.6836734693877551
3852,3.5,0.5,linear,3,0,0.6836734693877551
3853,3.5,0.5,linear,3,1,0.6836734693877551
3854,3.5,0.5,linear,3,2,0.6836734693877551
3855,3.5,0.5,linear,3,3,0.6836734693877551
3856,3.5,0.5,linear,4,0,0.6836734693877551
3857,3.5,0.5,linear,4,1,0.6836734693877551
3858,3.5,0.5,linear,4,2,0.6836734693877551
3859,3.5,0.5,linear,4,3,0.6836734693877551
3860,3.5,0.5,poly,0,0,0.6632653061224489
3861,3.5,0.5,poly,0,1,0.6632653061224489
3862,3.5,0.5,poly,0,2,0.6632653061224489
3863,3.5,0.5,poly,0,3,0.6632653061224489
3864,3.5,0.5,poly,1,0,0.7142857142857143
3865,3.5,0.5,poly,1,1,0.7142857142857143
3866,3.5,0.5,poly,1,2,0.7142857142857143
3867,3.5,0.5,poly,1,3,0.7142857142857143
3868,3.5,0.5,poly,2,0,0.2653061224489796
3869,3.5,0.5,poly,2,1,0.0
3870,3.5,0.5,poly,2,2,0.1836734693877551
3871,3.5,0.5,poly,2,3,0.0
3872,3.5,0.5,poly,3,0,0.0
3873,3.5,0.5,poly,3,1,0.0
3874,3.5,0.5,poly,3,2,0.02040816326530612
3875,3.5,0.5,poly,3,3,0.0
3876,3.5,0.5,poly,4,0,0.0
3877,3.5,0.5,poly,4,1,0.0
3878,3.5,0.5,poly,4,2,0.0
3879,3.5,0.5,poly,4,3,0.0
3880,3.5,0.5,rbf,0,0,0.7551020408163265
3881,3.5,0.5,rbf,0,1,0.7551020408163265
3882,3.5,0.5,rbf,0,2,0.7551020408163265
3883,3.5,0.5,rbf,0,3,0.7551020408163265
3884,3.5,0.5,rbf,1,0,0.7551020408163265
3885,3.5,0.5,rbf,1,1,0.7551020408163265
3886,3.5,0.5,rbf,1,2,0.7551020408163265
3887,3.5,0.5,rbf,1,3,0.7551020408163265
3888,3.5,0.5,rbf,2,0,0.7551020408163265
3889,3.5,0.5,rbf,2,1,0.7551020408163265
3890,3.5,0.5,rbf,2,2,0.7551020408163265
3891,3.5,0.5,rbf,2,3,0.7551020408163265
3892,3.5,0.5,rbf,3,0,0.7551020408163265
3893,3.5,0.5,rbf,3,1,0.7551020408163265
3894,3.5,0.5,rbf,3,2,0.7551020408163265
3895,3.5,0.5,rbf,3,3,0.7551020408163265
3896,3.5,0.5,rbf,4,0,0.7551020408163265
3897,3.5,0.5,rbf,4,1,0.7551020408163265
3898,3.5,0.5,rbf,4,2,0.7551020408163265
3899,3.5,0.5,rbf,4,3,0.7551020408163265
3900,3.5,0.5,sigmoid,0,0,0.6632653061224489
3901,3.5,0.5,sigmoid,0,1,0.6632653061224489
3902,3.5,0.5,sigmoid,0,2,0.6632653061224489
3903,3.5,0.5,sigmoid,0,3,0.6632653061224489
3904,3.5,0.5,sigmoid,1,0,0.6632653061224489
3905,3.5,0.5,sigmoid,1,1,0.6632653061224489
3906,3.5,0.5,sigmoid,1,2,0.6632653061224489
3907,3.5,0.5,sigmoid,1,3,0.6632653061224489
3908,3.5,0.5,sigmoid,2,0,0.6632653061224489
3909,3.5,0.5,sigmoid,2,1,0.6632653061224489
3910,3.5,0.5,sigmoid,2,2,0.6632653061224489
3911,3.5,0.5,sigmoid,2,3,0.6632653061224489
3912,3.5,0.5,sigmoid,3,0,0.6632653061224489
3913,3.5,0.5,sigmoid,3,1,0.6632653061224489
3914,3.5,0.5,sigmoid,3,2,0.6632653061224489
3915,3.5,0.5,sigmoid,3,3,0.6632653061224489
3916,3.5,0.5,sigmoid,4,0,0.6632653061224489
3917,3.5,0.5,sigmoid,4,1,0.6632653061224489
3918,3.5,0.5,sigmoid,4,2,0.6632653061224489
3919,3.5,0.5,sigmoid,4,3,0.6632653061224489
3920,3.5,1.0,linear,0,0,0.6326530612244898
3921,3.5,1.0,linear,0,1,0.6326530612244898
3922,3.5,1.0,linear,0,2,0.6326530612244898
3923,3.5,1.0,linear,0,3,0.6326530612244898
3924,3.5,1.0,linear,1,0,0.6326530612244898
3925,3.5,1.0,linear,1,1,0.6326530612244898
3926,3.5,1.0,linear,1,2,0.6326530612244898
3927,3.5,1.0,linear,1,3,0.6326530612244898
3928,3.5,1.0,linear,2,0,0.6326530612244898
3929,3.5,1.0,linear,2,1,0.6326530612244898
3930,3.5,1.0,linear,2,2,0.6326530612244898
3931,3.5,1.0,linear,2,3,0.6326530612244898
3932,3.5,1.0,linear,3,0,0.6326530612244898
3933,3.5,1.0,linear,3,1,0.6326530612244898
3934,3.5,1.0,linear,3,2,0.6326530612244898
3935,3.5,1.0,linear,3,3,0.6326530612244898
3936,3.5,1.0,linear,4,0,0.6326530612244898
3937,3.5,1.0,linear,4,1,0.6326530612244898
3938,3.5,1.0,linear,4,2,0.6326530612244898
3939,3.5,1.0,linear,4,3,0.6326530612244898
3940,3.5,1.0,poly,0,0,0.030612244897959183
3941,3.5,1.0,poly,0,1,0.030612244897959183
3942,3.5,1.0,poly,0,2,0.030612244897959183
3943,3.5,1.0,poly,0,3,0.030612244897959183
3944,3.5,1.0,poly,1,0,0.6632653061224489
3945,3.5,1.0,poly,1,1,0.6632653061224489
3946,3.5,1.0,poly,1,2,0.6632653061224489
3947,3.5,1.0,poly,1,3,0.6632653061224489
3948,3.5,1.0,poly,2,0,0.04081632653061224
3949,3.5,1.0,poly,2,1,0.24489795918367346
3950,3.5,1.0,poly,2,2,0.22448979591836735
3951,3.5,1.0,poly,2,3,0.030612244897959183
3952,3.5,1.0,poly,3,0,0.0
3953,3.5,1.0,poly,3,1,0.01020408163265306
3954,3.5,1.0,poly,3,2,0.07142857142857142
3955,3.5,1.0,poly,3,3,0.0
3956,3.5,1.0,poly,4,0,0.01020408163265306
3957,3.5,1.0,poly,4,1,0.01020408163265306
3958,3.5,1.0,poly,4,2,0.0
3959,3.5,1.0,poly,4,3,0.09183673469387756
3960,3.5,1.0,rbf,0,0,0.6836734693877551
3961,3.5,1.0,rbf,0,1,0.6836734693877551
3962,3.5,1.0,rbf,0,2,0.6836734693877551
3963,3.5,1.0,rbf,0,3,0.6836734693877551
3964,3.5,1.0,rbf,1,0,0.6836734693877551
3965,3.5,1.0,rbf,1,1,0.6836734693877551
3966,3.5,1.0,rbf,1,2,0.6836734693877551
3967,3.5,1.0,rbf,1,3,0.6836734693877551
3968,3.5,1.0,rbf,2,0,0.6836734693877551
3969,3.5,1.0,rbf,2,1,0.6836734693877551
3970,3.5,1.0,rbf,2,2,0.6836734693877551
3971,3.5,1.0,rbf,2,3,0.6836734693877551
3972,3.5,1.0,rbf,3,0,0.6836734693877551
3973,3.5,1.0,rbf,3,1,0.6836734693877551
3974,3.5,1.0,rbf,3,2,0.6836734693877551
3975,3.5,1.0,rbf,3,3,0.6836734693877551
3976,3.5,1.0,rbf,4,0,0.6836734693877551
3977,3.5,1.0,rbf,4,1,0.6836734693877551
3978,3.5,1.0,rbf,4,2,0.6836734693877551
3979,3.5,1.0,rbf,4,3,0.6836734693877551
3980,3.5,1.0,sigmoid,0,0,0.030612244897959183
3981,3.5,1.0,sigmoid,0,1,0.10204081632653061
3982,3.5,1.0,sigmoid,0,2,0.10204081632653061
3983,3.5,1.0,sigmoid,0,3,0.030612244897959183
3984,3.5,1.0,sigmoid,1,0,0.030612244897959183
3985,3.5,1.0,sigmoid,1,1,0.10204081632653061
3986,3.5,1.0,sigmoid,1,2,0.10204081632653061
3987,3.5,1.0,sigmoid,1,3,0.030612244897959183
3988,3.5,1.0,sigmoid,2,0,0.030612244897959183
3989,3.5,1.0,sigmoid,2,1,0.10204081632653061
3990,3.5,1.0,sigmoid,2,2,0.10204081632653061
3991,3.5,1.0,sigmoid,2,3,0.030612244897959183
3992,3.5,1.0,sigmoid,3,0,0.030612244897959183
3993,3.5,1.0,sigmoid,3,1,0.10204081632653061
3994,3.5,1.0,sigmoid,3,2,0.10204081632653061
3995,3.5,1.0,sigmoid,3,3,0.030612244897959183
3996,3.5,1.0,sigmoid,4,0,0.030612244897959183
3997,3.5,1.0,sigmoid,4,1,0.10204081632653061
3998,3.5,1.0,sigmoid,4,2,0.10204081632653061
3999,3.5,1.0,sigmoid,4,3,0.030612244897959183
