,C,epsilon,kernel,degree,coef,accuracy
0,0.01,0.01,linear,0,0,0.7244897959183674
1,0.01,0.01,linear,0,1,0.7244897959183674
2,0.01,0.01,linear,0,2,0.7244897959183674
3,0.01,0.01,linear,0,3,0.7244897959183674
4,0.01,0.01,linear,1,0,0.7244897959183674
5,0.01,0.01,linear,1,1,0.7244897959183674
6,0.01,0.01,linear,1,2,0.7244897959183674
7,0.01,0.01,linear,1,3,0.7244897959183674
8,0.01,0.01,linear,2,0,0.7244897959183674
9,0.01,0.01,linear,2,1,0.7244897959183674
10,0.01,0.01,linear,2,2,0.7244897959183674
11,0.01,0.01,linear,2,3,0.7244897959183674
12,0.01,0.01,linear,3,0,0.7244897959183674
13,0.01,0.01,linear,3,1,0.7244897959183674
14,0.01,0.01,linear,3,2,0.7244897959183674
15,0.01,0.01,linear,3,3,0.7244897959183674
16,0.01,0.01,linear,4,0,0.7244897959183674
17,0.01,0.01,linear,4,1,0.7244897959183674
18,0.01,0.01,linear,4,2,0.7244897959183674
19,0.01,0.01,linear,4,3,0.7244897959183674
20,0.01,0.01,poly,0,0,0.6632653061224489
21,0.01,0.01,poly,0,1,0.6632653061224489
22,0.01,0.01,poly,0,2,0.6632653061224489
23,0.01,0.01,poly,0,3,0.6632653061224489
24,0.01,0.01,poly,1,0,0.7244897959183674
25,0.01,0.01,poly,1,1,0.7244897959183674
26,0.01,0.01,poly,1,2,0.7244897959183674
27,0.01,0.01,poly,1,3,0.7244897959183674
28,0.01,0.01,poly,2,0,0.7040816326530612
29,0.01,0.01,poly,2,1,0.673469387755102
30,0.01,0.01,poly,2,2,0.6836734693877551
31,0.01,0.01,poly,2,3,0.6836734693877551
32,0.01,0.01,poly,3,0,0.0
33,0.01,0.01,poly,3,1,0.0
34,0.01,0.01,poly,3,2,0.11224489795918367
35,0.01,0.01,poly,3,3,0.0
36,0.01,0.01,poly,4,0,0.0
37,0.01,0.01,poly,4,1,0.0
38,0.01,0.01,poly,4,2,0.02040816326530612
39,0.01,0.01,poly,4,3,0.0
40,0.01,0.01,rbf,0,0,0.6632653061224489
41,0.01,0.01,rbf,0,1,0.6632653061224489
42,0.01,0.01,rbf,0,2,0.6632653061224489
43,0.01,0.01,rbf,0,3,0.6632653061224489
44,0.01,0.01,rbf,1,0,0.6632653061224489
45,0.01,0.01,rbf,1,1,0.6632653061224489
46,0.01,0.01,rbf,1,2,0.6632653061224489
47,0.01,0.01,rbf,1,3,0.6632653061224489
48,0.01,0.01,rbf,2,0,0.6632653061224489
49,0.01,0.01,rbf,2,1,0.6632653061224489
50,0.01,0.01,rbf,2,2,0.6632653061224489
51,0.01,0.01,rbf,2,3,0.6632653061224489
52,0.01,0.01,rbf,3,0,0.6632653061224489
53,0.01,0.01,rbf,3,1,0.6632653061224489
54,0.01,0.01,rbf,3,2,0.6632653061224489
55,0.01,0.01,rbf,3,3,0.6632653061224489
56,0.01,0.01,rbf,4,0,0.6632653061224489
57,0.01,0.01,rbf,4,1,0.6632653061224489
58,0.01,0.01,rbf,4,2,0.6632653061224489
59,0.01,0.01,rbf,4,3,0.6632653061224489
60,0.01,0.01,sigmoid,0,0,0.6632653061224489
61,0.01,0.01,sigmoid,0,1,0.6632653061224489
62,0.01,0.01,sigmoid,0,2,0.6632653061224489
63,0.01,0.01,sigmoid,0,3,0.6632653061224489
64,0.01,0.01,sigmoid,1,0,0.6632653061224489
65,0.01,0.01,sigmoid,1,1,0.6632653061224489
66,0.01,0.01,sigmoid,1,2,0.6632653061224489
67,0.01,0.01,sigmoid,1,3,0.6632653061224489
68,0.01,0.01,sigmoid,2,0,0.6632653061224489
69,0.01,0.01,sigmoid,2,1,0.6632653061224489
70,0.01,0.01,sigmoid,2,2,0.6632653061224489
71,0.01,0.01,sigmoid,2,3,0.6632653061224489
72,0.01,0.01,sigmoid,3,0,0.6632653061224489
73,0.01,0.01,sigmoid,3,1,0.6632653061224489
74,0.01,0.01,sigmoid,3,2,0.6632653061224489
75,0.01,0.01,sigmoid,3,3,0.6632653061224489
76,0.01,0.01,sigmoid,4,0,0.6632653061224489
77,0.01,0.01,sigmoid,4,1,0.6632653061224489
78,0.01,0.01,sigmoid,4,2,0.6632653061224489
79,0.01,0.01,sigmoid,4,3,0.6632653061224489
80,0.01,0.05,linear,0,0,0.7244897959183674
81,0.01,0.05,linear,0,1,0.7244897959183674
82,0.01,0.05,linear,0,2,0.7244897959183674
83,0.01,0.05,linear,0,3,0.7244897959183674
84,0.01,0.05,linear,1,0,0.7244897959183674
85,0.01,0.05,linear,1,1,0.7244897959183674
86,0.01,0.05,linear,1,2,0.7244897959183674
87,0.01,0.05,linear,1,3,0.7244897959183674
88,0.01,0.05,linear,2,0,0.7244897959183674
89,0.01,0.05,linear,2,1,0.7244897959183674
90,0.01,0.05,linear,2,2,0.7244897959183674
91,0.01,0.05,linear,2,3,0.7244897959183674
92,0.01,0.05,linear,3,0,0.7244897959183674
93,0.01,0.05,linear,3,1,0.7244897959183674
94,0.01,0.05,linear,3,2,0.7244897959183674
95,0.01,0.05,linear,3,3,0.7244897959183674
96,0.01,0.05,linear,4,0,0.7244897959183674
97,0.01,0.05,linear,4,1,0.7244897959183674
98,0.01,0.05,linear,4,2,0.7244897959183674
99,0.01,0.05,linear,4,3,0.7244897959183674
100,0.01,0.05,poly,0,0,0.6632653061224489
101,0.01,0.05,poly,0,1,0.6632653061224489
102,0.01,0.05,poly,0,2,0.6632653061224489
103,0.01,0.05,poly,0,3,0.6632653061224489
104,0.01,0.05,poly,1,0,0.7244897959183674
105,0.01,0.05,poly,1,1,0.7244897959183674
106,0.01,0.05,poly,1,2,0.7244897959183674
107,0.01,0.05,poly,1,3,0.7244897959183674
108,0.01,0.05,poly,2,0,0.7244897959183674
109,0.01,0.05,poly,2,1,0.7244897959183674
110,0.01,0.05,poly,2,2,0.7244897959183674
111,0.01,0.05,poly,2,3,0.7244897959183674
112,0.01,0.05,poly,3,0,0.0
113,0.01,0.05,poly,3,1,0.0
114,0.01,0.05,poly,3,2,0.030612244897959183
115,0.01,0.05,poly,3,3,0.1326530612244898
116,0.01,0.05,poly,4,0,0.0
117,0.01,0.05,poly,4,1,0.0
118,0.01,0.05,poly,4,2,0.0
119,0.01,0.05,poly,4,3,0.0
120,0.01,0.05,rbf,0,0,0.6632653061224489
121,0.01,0.05,rbf,0,1,0.6632653061224489
122,0.01,0.05,rbf,0,2,0.6632653061224489
123,0.01,0.05,rbf,0,3,0.6632653061224489
124,0.01,0.05,rbf,1,0,0.6632653061224489
125,0.01,0.05,rbf,1,1,0.6632653061224489
126,0.01,0.05,rbf,1,2,0.6632653061224489
127,0.01,0.05,rbf,1,3,0.6632653061224489
128,0.01,0.05,rbf,2,0,0.6632653061224489
129,0.01,0.05,rbf,2,1,0.6632653061224489
130,0.01,0.05,rbf,2,2,0.6632653061224489
131,0.01,0.05,rbf,2,3,0.6632653061224489
132,0.01,0.05,rbf,3,0,0.6632653061224489
133,0.01,0.05,rbf,3,1,0.6632653061224489
134,0.01,0.05,rbf,3,2,0.6632653061224489
135,0.01,0.05,rbf,3,3,0.6632653061224489
136,0.01,0.05,rbf,4,0,0.6632653061224489
137,0.01,0.05,rbf,4,1,0.6632653061224489
138,0.01,0.05,rbf,4,2,0.6632653061224489
139,0.01,0.05,rbf,4,3,0.6632653061224489
140,0.01,0.05,sigmoid,0,0,0.6632653061224489
141,0.01,0.05,sigmoid,0,1,0.6632653061224489
142,0.01,0.05,sigmoid,0,2,0.6632653061224489
143,0.01,0.05,sigmoid,0,3,0.6632653061224489
144,0.01,0.05,sigmoid,1,0,0.6632653061224489
145,0.01,0.05,sigmoid,1,1,0.6632653061224489
146,0.01,0.05,sigmoid,1,2,0.6632653061224489
147,0.01,0.05,sigmoid,1,3,0.6632653061224489
148,0.01,0.05,sigmoid,2,0,0.6632653061224489
149,0.01,0.05,sigmoid,2,1,0.6632653061224489
150,0.01,0.05,sigmoid,2,2,0.6632653061224489
151,0.01,0.05,sigmoid,2,3,0.6632653061224489
152,0.01,0.05,sigmoid,3,0,0.6632653061224489
153,0.01,0.05,sigmoid,3,1,0.6632653061224489
154,0.01,0.05,sigmoid,3,2,0.6632653061224489
155,0.01,0.05,sigmoid,3,3,0.6632653061224489
156,0.01,0.05,sigmoid,4,0,0.6632653061224489
157,0.01,0.05,sigmoid,4,1,0.6632653061224489
158,0.01,0.05,sigmoid,4,2,0.6632653061224489
159,0.01,0.05,sigmoid,4,3,0.6632653061224489
160,0.01,0.1,linear,0,0,0.7244897959183674
161,0.01,0.1,linear,0,1,0.7244897959183674
162,0.01,0.1,linear,0,2,0.7244897959183674
163,0.01,0.1,linear,0,3,0.7244897959183674
164,0.01,0.1,linear,1,0,0.7244897959183674
165,0.01,0.1,linear,1,1,0.7244897959183674
166,0.01,0.1,linear,1,2,0.7244897959183674
167,0.01,0.1,linear,1,3,0.7244897959183674
168,0.01,0.1,linear,2,0,0.7244897959183674
169,0.01,0.1,linear,2,1,0.7244897959183674
170,0.01,0.1,linear,2,2,0.7244897959183674
171,0.01,0.1,linear,2,3,0.7244897959183674
172,0.01,0.1,linear,3,0,0.7244897959183674
173,0.01,0.1,linear,3,1,0.7244897959183674
174,0.01,0.1,linear,3,2,0.7244897959183674
175,0.01,0.1,linear,3,3,0.7244897959183674
176,0.01,0.1,linear,4,0,0.7244897959183674
177,0.01,0.1,linear,4,1,0.7244897959183674
178,0.01,0.1,linear,4,2,0.7244897959183674
179,0.01,0.1,linear,4,3,0.7244897959183674
180,0.01,0.1,poly,0,0,0.6632653061224489
181,0.01,0.1,poly,0,1,0.6632653061224489
182,0.01,0.1,poly,0,2,0.6632653061224489
183,0.01,0.1,poly,0,3,0.6632653061224489
184,0.01,0.1,poly,1,0,0.7244897959183674
185,0.01,0.1,poly,1,1,0.7244897959183674
186,0.01,0.1,poly,1,2,0.7244897959183674
187,0.01,0.1,poly,1,3,0.7244897959183674
188,0.01,0.1,poly,2,0,0.7244897959183674
189,0.01,0.1,poly,2,1,0.32653061224489793
190,0.01,0.1,poly,2,2,0.5510204081632653
191,0.01,0.1,poly,2,3,0.7244897959183674
192,0.01,0.1,poly,3,0,0.20408163265306123
193,0.01,0.1,poly,3,1,0.0
194,0.01,0.1,poly,3,2,0.24489795918367346
195,0.01,0.1,poly,3,3,0.02040816326530612
196,0.01,0.1,poly,4,0,0.0
197,0.01,0.1,poly,4,1,0.0
198,0.01,0.1,poly,4,2,0.01020408163265306
199,0.01,0.1,poly,4,3,0.01020408163265306
200,0.01,0.1,rbf,0,0,0.6632653061224489
201,0.01,0.1,rbf,0,1,0.6632653061224489
202,0.01,0.1,rbf,0,2,0.6632653061224489
203,0.01,0.1,rbf,0,3,0.6632653061224489
204,0.01,0.1,rbf,1,0,0.6632653061224489
205,0.01,0.1,rbf,1,1,0.6632653061224489
206,0.01,0.1,rbf,1,2,0.6632653061224489
207,0.01,0.1,rbf,1,3,0.6632653061224489
208,0.01,0.1,rbf,2,0,0.6632653061224489
209,0.01,0.1,rbf,2,1,0.6632653061224489
210,0.01,0.1,rbf,2,2,0.6632653061224489
211,0.01,0.1,rbf,2,3,0.6632653061224489
212,0.01,0.1,rbf,3,0,0.6632653061224489
213,0.01,0.1,rbf,3,1,0.6632653061224489
214,0.01,0.1,rbf,3,2,0.6632653061224489
215,0.01,0.1,rbf,3,3,0.6632653061224489
216,0.01,0.1,rbf,4,0,0.6632653061224489
217,0.01,0.1,rbf,4,1,0.6632653061224489
218,0.01,0.1,rbf,4,2,0.6632653061224489
219,0.01,0.1,rbf,4,3,0.6632653061224489
220,0.01,0.1,sigmoid,0,0,0.6632653061224489
221,0.01,0.1,sigmoid,0,1,0.6632653061224489
222,0.01,0.1,sigmoid,0,2,0.6632653061224489
223,0.01,0.1,sigmoid,0,3,0.6632653061224489
224,0.01,0.1,sigmoid,1,0,0.6632653061224489
225,0.01,0.1,sigmoid,1,1,0.6632653061224489
226,0.01,0.1,sigmoid,1,2,0.6632653061224489
227,0.01,0.1,sigmoid,1,3,0.6632653061224489
228,0.01,0.1,sigmoid,2,0,0.6632653061224489
229,0.01,0.1,sigmoid,2,1,0.6632653061224489
230,0.01,0.1,sigmoid,2,2,0.6632653061224489
231,0.01,0.1,sigmoid,2,3,0.6632653061224489
232,0.01,0.1,sigmoid,3,0,0.6632653061224489
233,0.01,0.1,sigmoid,3,1,0.6632653061224489
234,0.01,0.1,sigmoid,3,2,0.6632653061224489
235,0.01,0.1,sigmoid,3,3,0.6632653061224489
236,0.01,0.1,sigmoid,4,0,0.6632653061224489
237,0.01,0.1,sigmoid,4,1,0.6632653061224489
238,0.01,0.1,sigmoid,4,2,0.6632653061224489
239,0.01,0.1,sigmoid,4,3,0.6632653061224489
240,0.01,0.5,linear,0,0,0.7244897959183674
241,0.01,0.5,linear,0,1,0.7244897959183674
242,0.01,0.5,linear,0,2,0.7244897959183674
243,0.01,0.5,linear,0,3,0.7244897959183674
244,0.01,0.5,linear,1,0,0.7244897959183674
245,0.01,0.5,linear,1,1,0.7244897959183674
246,0.01,0.5,linear,1,2,0.7244897959183674
247,0.01,0.5,linear,1,3,0.7244897959183674
248,0.01,0.5,linear,2,0,0.7244897959183674
249,0.01,0.5,linear,2,1,0.7244897959183674
250,0.01,0.5,linear,2,2,0.7244897959183674
251,0.01,0.5,linear,2,3,0.7244897959183674
252,0.01,0.5,linear,3,0,0.7244897959183674
253,0.01,0.5,linear,3,1,0.7244897959183674
254,0.01,0.5,linear,3,2,0.7244897959183674
255,0.01,0.5,linear,3,3,0.7244897959183674
256,0.01,0.5,linear,4,0,0.7244897959183674
257,0.01,0.5,linear,4,1,0.7244897959183674
258,0.01,0.5,linear,4,2,0.7244897959183674
259,0.01,0.5,linear,4,3,0.7244897959183674
260,0.01,0.5,poly,0,0,0.6632653061224489
261,0.01,0.5,poly,0,1,0.6632653061224489
262,0.01,0.5,poly,0,2,0.6632653061224489
263,0.01,0.5,poly,0,3,0.6632653061224489
264,0.01,0.5,poly,1,0,0.7244897959183674
265,0.01,0.5,poly,1,1,0.7244897959183674
266,0.01,0.5,poly,1,2,0.7244897959183674
267,0.01,0.5,poly,1,3,0.7244897959183674
268,0.01,0.5,poly,2,0,0.7040816326530612
269,0.01,0.5,poly,2,1,0.5204081632653061
270,0.01,0.5,poly,2,2,0.6020408163265306
271,0.01,0.5,poly,2,3,0.6530612244897959
272,0.01,0.5,poly,3,0,0.15306122448979592
273,0.01,0.5,poly,3,1,0.0
274,0.01,0.5,poly,3,2,0.04081632653061224
275,0.01,0.5,poly,3,3,0.01020408163265306
276,0.01,0.5,poly,4,0,0.0
277,0.01,0.5,poly,4,1,0.0
278,0.01,0.5,poly,4,2,0.0
279,0.01,0.5,poly,4,3,0.0
280,0.01,0.5,rbf,0,0,0.6632653061224489
281,0.01,0.5,rbf,0,1,0.6632653061224489
282,0.01,0.5,rbf,0,2,0.6632653061224489
283,0.01,0.5,rbf,0,3,0.6632653061224489
284,0.01,0.5,rbf,1,0,0.6632653061224489
285,0.01,0.5,rbf,1,1,0.6632653061224489
286,0.01,0.5,rbf,1,2,0.6632653061224489
287,0.01,0.5,rbf,1,3,0.6632653061224489
288,0.01,0.5,rbf,2,0,0.6632653061224489
289,0.01,0.5,rbf,2,1,0.6632653061224489
290,0.01,0.5,rbf,2,2,0.6632653061224489
291,0.01,0.5,rbf,2,3,0.6632653061224489
292,0.01,0.5,rbf,3,0,0.6632653061224489
293,0.01,0.5,rbf,3,1,0.6632653061224489
294,0.01,0.5,rbf,3,2,0.6632653061224489
295,0.01,0.5,rbf,3,3,0.6632653061224489
296,0.01,0.5,rbf,4,0,0.6632653061224489
297,0.01,0.5,rbf,4,1,0.6632653061224489
298,0.01,0.5,rbf,4,2,0.6632653061224489
299,0.01,0.5,rbf,4,3,0.6632653061224489
300,0.01,0.5,sigmoid,0,0,0.6632653061224489
301,0.01,0.5,sigmoid,0,1,0.6632653061224489
302,0.01,0.5,sigmoid,0,2,0.6632653061224489
303,0.01,0.5,sigmoid,0,3,0.6632653061224489
304,0.01,0.5,sigmoid,1,0,0.6632653061224489
305,0.01,0.5,sigmoid,1,1,0.6632653061224489
306,0.01,0.5,sigmoid,1,2,0.6632653061224489
307,0.01,0.5,sigmoid,1,3,0.6632653061224489
308,0.01,0.5,sigmoid,2,0,0.6632653061224489
309,0.01,0.5,sigmoid,2,1,0.6632653061224489
310,0.01,0.5,sigmoid,2,2,0.6632653061224489
311,0.01,0.5,sigmoid,2,3,0.6632653061224489
312,0.01,0.5,sigmoid,3,0,0.6632653061224489
313,0.01,0.5,sigmoid,3,1,0.6632653061224489
314,0.01,0.5,sigmoid,3,2,0.6632653061224489
315,0.01,0.5,sigmoid,3,3,0.6632653061224489
316,0.01,0.5,sigmoid,4,0,0.6632653061224489
317,0.01,0.5,sigmoid,4,1,0.6632653061224489
318,0.01,0.5,sigmoid,4,2,0.6632653061224489
319,0.01,0.5,sigmoid,4,3,0.6632653061224489
320,0.01,1.0,linear,0,0,0.6530612244897959
321,0.01,1.0,linear,0,1,0.6530612244897959
322,0.01,1.0,linear,0,2,0.6530612244897959
323,0.01,1.0,linear,0,3,0.6530612244897959
324,0.01,1.0,linear,1,0,0.6530612244897959
325,0.01,1.0,linear,1,1,0.6530612244897959
326,0.01,1.0,linear,1,2,0.6530612244897959
327,0.01,1.0,linear,1,3,0.6530612244897959
328,0.01,1.0,linear,2,0,0.6530612244897959
329,0.01,1.0,linear,2,1,0.6530612244897959
330,0.01,1.0,linear,2,2,0.6530612244897959
331,0.01,1.0,linear,2,3,0.6530612244897959
332,0.01,1.0,linear,3,0,0.6530612244897959
333,0.01,1.0,linear,3,1,0.6530612244897959
334,0.01,1.0,linear,3,2,0.6530612244897959
335,0.01,1.0,linear,3,3,0.6530612244897959
336,0.01,1.0,linear,4,0,0.6530612244897959
337,0.01,1.0,linear,4,1,0.6530612244897959
338,0.01,1.0,linear,4,2,0.6530612244897959
339,0.01,1.0,linear,4,3,0.6530612244897959
340,0.01,1.0,poly,0,0,0.030612244897959183
341,0.01,1.0,poly,0,1,0.030612244897959183
342,0.01,1.0,poly,0,2,0.030612244897959183
343,0.01,1.0,poly,0,3,0.030612244897959183
344,0.01,1.0,poly,1,0,0.6836734693877551
345,0.01,1.0,poly,1,1,0.6836734693877551
346,0.01,1.0,poly,1,2,0.6836734693877551
347,0.01,1.0,poly,1,3,0.6836734693877551
348,0.01,1.0,poly,2,0,0.5816326530612245
349,0.01,1.0,poly,2,1,0.6122448979591837
350,0.01,1.0,poly,2,2,0.7040816326530612
351,0.01,1.0,poly,2,3,0.5612244897959183
352,0.01,1.0,poly,3,0,0.0
353,0.01,1.0,poly,3,1,0.01020408163265306
354,0.01,1.0,poly,3,2,0.07142857142857142
355,0.01,1.0,poly,3,3,0.0
356,0.01,1.0,poly,4,0,0.01020408163265306
357,0.01,1.0,poly,4,1,0.01020408163265306
358,0.01,1.0,poly,4,2,0.0
359,0.01,1.0,poly,4,3,0.09183673469387756
360,0.01,1.0,rbf,0,0,0.6530612244897959
361,0.01,1.0,rbf,0,1,0.6530612244897959
362,0.01,1.0,rbf,0,2,0.6530612244897959
363,0.01,1.0,rbf,0,3,0.6530612244897959
364,0.01,1.0,rbf,1,0,0.6530612244897959
365,0.01,1.0,rbf,1,1,0.6530612244897959
366,0.01,1.0,rbf,1,2,0.6530612244897959
367,0.01,1.0,rbf,1,3,0.6530612244897959
368,0.01,1.0,rbf,2,0,0.6530612244897959
369,0.01,1.0,rbf,2,1,0.6530612244897959
370,0.01,1.0,rbf,2,2,0.6530612244897959
371,0.01,1.0,rbf,2,3,0.6530612244897959
372,0.01,1.0,rbf,3,0,0.6530612244897959
373,0.01,1.0,rbf,3,1,0.6530612244897959
374,0.01,1.0,rbf,3,2,0.6530612244897959
375,0.01,1.0,rbf,3,3,0.6530612244897959
376,0.01,1.0,rbf,4,0,0.6530612244897959
377,0.01,1.0,rbf,4,1,0.6530612244897959
378,0.01,1.0,rbf,4,2,0.6530612244897959
379,0.01,1.0,rbf,4,3,0.6530612244897959
380,0.01,1.0,sigmoid,0,0,0.030612244897959183
381,0.01,1.0,sigmoid,0,1,0.030612244897959183
382,0.01,1.0,sigmoid,0,2,0.030612244897959183
383,0.01,1.0,sigmoid,0,3,0.030612244897959183
384,0.01,1.0,sigmoid,1,0,0.030612244897959183
385,0.01,1.0,sigmoid,1,1,0.030612244897959183
386,0.01,1.0,sigmoid,1,2,0.030612244897959183
387,0.01,1.0,sigmoid,1,3,0.030612244897959183
388,0.01,1.0,sigmoid,2,0,0.030612244897959183
389,0.01,1.0,sigmoid,2,1,0.030612244897959183
390,0.01,1.0,sigmoid,2,2,0.030612244897959183
391,0.01,1.0,sigmoid,2,3,0.030612244897959183
392,0.01,1.0,sigmoid,3,0,0.030612244897959183
393,0.01,1.0,sigmoid,3,1,0.030612244897959183
394,0.01,1.0,sigmoid,3,2,0.030612244897959183
395,0.01,1.0,sigmoid,3,3,0.030612244897959183
396,0.01,1.0,sigmoid,4,0,0.030612244897959183
397,0.01,1.0,sigmoid,4,1,0.030612244897959183
398,0.01,1.0,sigmoid,4,2,0.030612244897959183
399,0.01,1.0,sigmoid,4,3,0.030612244897959183
400,0.05,0.01,linear,0,0,0.7244897959183674
401,0.05,0.01,linear,0,1,0.7244897959183674
402,0.05,0.01,linear,0,2,0.7244897959183674
403,0.05,0.01,linear,0,3,0.7244897959183674
404,0.05,0.01,linear,1,0,0.7244897959183674
405,0.05,0.01,linear,1,1,0.7244897959183674
406,0.05,0.01,linear,1,2,0.7244897959183674
407,0.05,0.01,linear,1,3,0.7244897959183674
408,0.05,0.01,linear,2,0,0.7244897959183674
409,0.05,0.01,linear,2,1,0.7244897959183674
410,0.05,0.01,linear,2,2,0.7244897959183674
411,0.05,0.01,linear,2,3,0.7244897959183674
412,0.05,0.01,linear,3,0,0.7244897959183674
413,0.05,0.01,linear,3,1,0.7244897959183674
414,0.05,0.01,linear,3,2,0.7244897959183674
415,0.05,0.01,linear,3,3,0.7244897959183674
416,0.05,0.01,linear,4,0,0.7244897959183674
417,0.05,0.01,linear,4,1,0.7244897959183674
418,0.05,0.01,linear,4,2,0.7244897959183674
419,0.05,0.01,linear,4,3,0.7244897959183674
420,0.05,0.01,poly,0,0,0.6632653061224489
421,0.05,0.01,poly,0,1,0.6632653061224489
422,0.05,0.01,poly,0,2,0.6632653061224489
423,0.05,0.01,poly,0,3,0.6632653061224489
424,0.05,0.01,poly,1,0,0.7244897959183674
425,0.05,0.01,poly,1,1,0.7244897959183674
426,0.05,0.01,poly,1,2,0.7244897959183674
427,0.05,0.01,poly,1,3,0.7244897959183674
428,0.05,0.01,poly,2,0,0.5714285714285714
429,0.05,0.01,poly,2,1,0.6122448979591837
430,0.05,0.01,poly,2,2,0.6938775510204082
431,0.05,0.01,poly,2,3,0.1326530612244898
432,0.05,0.01,poly,3,0,0.02040816326530612
433,0.05,0.01,poly,3,1,0.01020408163265306
434,0.05,0.01,poly,3,2,0.0
435,0.05,0.01,poly,3,3,0.21428571428571427
436,0.05,0.01,poly,4,0,0.0
437,0.05,0.01,poly,4,1,0.0
438,0.05,0.01,poly,4,2,0.02040816326530612
439,0.05,0.01,poly,4,3,0.0
440,0.05,0.01,rbf,0,0,0.6632653061224489
441,0.05,0.01,rbf,0,1,0.6632653061224489
442,0.05,0.01,rbf,0,2,0.6632653061224489
443,0.05,0.01,rbf,0,3,0.6632653061224489
444,0.05,0.01,rbf,1,0,0.6632653061224489
445,0.05,0.01,rbf,1,1,0.6632653061224489
446,0.05,0.01,rbf,1,2,0.6632653061224489
447,0.05,0.01,rbf,1,3,0.6632653061224489
448,0.05,0.01,rbf,2,0,0.6632653061224489
449,0.05,0.01,rbf,2,1,0.6632653061224489
450,0.05,0.01,rbf,2,2,0.6632653061224489
451,0.05,0.01,rbf,2,3,0.6632653061224489
452,0.05,0.01,rbf,3,0,0.6632653061224489
453,0.05,0.01,rbf,3,1,0.6632653061224489
454,0.05,0.01,rbf,3,2,0.6632653061224489
455,0.05,0.01,rbf,3,3,0.6632653061224489
456,0.05,0.01,rbf,4,0,0.6632653061224489
457,0.05,0.01,rbf,4,1,0.6632653061224489
458,0.05,0.01,rbf,4,2,0.6632653061224489
459,0.05,0.01,rbf,4,3,0.6632653061224489
460,0.05,0.01,sigmoid,0,0,0.6632653061224489
461,0.05,0.01,sigmoid,0,1,0.6632653061224489
462,0.05,0.01,sigmoid,0,2,0.6632653061224489
463,0.05,0.01,sigmoid,0,3,0.6632653061224489
464,0.05,0.01,sigmoid,1,0,0.6632653061224489
465,0.05,0.01,sigmoid,1,1,0.6632653061224489
466,0.05,0.01,sigmoid,1,2,0.6632653061224489
467,0.05,0.01,sigmoid,1,3,0.6632653061224489
468,0.05,0.01,sigmoid,2,0,0.6632653061224489
469,0.05,0.01,sigmoid,2,1,0.6632653061224489
470,0.05,0.01,sigmoid,2,2,0.6632653061224489
471,0.05,0.01,sigmoid,2,3,0.6632653061224489
472,0.05,0.01,sigmoid,3,0,0.6632653061224489
473,0.05,0.01,sigmoid,3,1,0.6632653061224489
474,0.05,0.01,sigmoid,3,2,0.6632653061224489
475,0.05,0.01,sigmoid,3,3,0.6632653061224489
476,0.05,0.01,sigmoid,4,0,0.6632653061224489
477,0.05,0.01,sigmoid,4,1,0.6632653061224489
478,0.05,0.01,sigmoid,4,2,0.6632653061224489
479,0.05,0.01,sigmoid,4,3,0.6632653061224489
480,0.05,0.05,linear,0,0,0.7244897959183674
481,0.05,0.05,linear,0,1,0.7244897959183674
482,0.05,0.05,linear,0,2,0.7244897959183674
483,0.05,0.05,linear,0,3,0.7244897959183674
484,0.05,0.05,linear,1,0,0.7244897959183674
485,0.05,0.05,linear,1,1,0.7244897959183674
486,0.05,0.05,linear,1,2,0.7244897959183674
487,0.05,0.05,linear,1,3,0.7244897959183674
488,0.05,0.05,linear,2,0,0.7244897959183674
489,0.05,0.05,linear,2,1,0.7244897959183674
490,0.05,0.05,linear,2,2,0.7244897959183674
491,0.05,0.05,linear,2,3,0.7244897959183674
492,0.05,0.05,linear,3,0,0.7244897959183674
493,0.05,0.05,linear,3,1,0.7244897959183674
494,0.05,0.05,linear,3,2,0.7244897959183674
495,0.05,0.05,linear,3,3,0.7244897959183674
496,0.05,0.05,linear,4,0,0.7244897959183674
497,0.05,0.05,linear,4,1,0.7244897959183674
498,0.05,0.05,linear,4,2,0.7244897959183674
499,0.05,0.05,linear,4,3,0.7244897959183674
500,0.05,0.05,poly,0,0,0.6632653061224489
501,0.05,0.05,poly,0,1,0.6632653061224489
502,0.05,0.05,poly,0,2,0.6632653061224489
503,0.05,0.05,poly,0,3,0.6632653061224489
504,0.05,0.05,poly,1,0,0.7244897959183674
505,0.05,0.05,poly,1,1,0.7244897959183674
506,0.05,0.05,poly,1,2,0.7244897959183674
507,0.05,0.05,poly,1,3,0.7244897959183674
508,0.05,0.05,poly,2,0,0.7244897959183674
509,0.05,0.05,poly,2,1,0.6428571428571429
510,0.05,0.05,poly,2,2,0.6224489795918368
511,0.05,0.05,poly,2,3,0.6326530612244898
512,0.05,0.05,poly,3,0,0.01020408163265306
513,0.05,0.05,poly,3,1,0.0
514,0.05,0.05,poly,3,2,0.0
515,0.05,0.05,poly,3,3,0.0
516,0.05,0.05,poly,4,0,0.0
517,0.05,0.05,poly,4,1,0.0
518,0.05,0.05,poly,4,2,0.0
519,0.05,0.05,poly,4,3,0.0
520,0.05,0.05,rbf,0,0,0.6632653061224489
521,0.05,0.05,rbf,0,1,0.6632653061224489
522,0.05,0.05,rbf,0,2,0.6632653061224489
523,0.05,0.05,rbf,0,3,0.6632653061224489
524,0.05,0.05,rbf,1,0,0.6632653061224489
