,estimator,depth,bs,split,feature,accuracy
231,50,5,False,1,log2,0.8775510204081632
232,50,5,False,2,log2,0.8775510204081632
233,50,5,False,3,log2,0.8877551020408163
234,50,10,True,1,auto,0.8775510204081632
235,50,10,True,2,auto,0.8775510204081632
236,50,10,True,3,auto,0.8775510204081632
237,50,10,True,1,sqrt,0.8571428571428571
238,50,10,True,2,sqrt,0.8571428571428571
239,50,10,True,3,sqrt,0.8673469387755102
240,50,10,True,1,log2,0.8571428571428571
241,50,10,True,2,log2,0.8571428571428571
242,50,10,True,3,log2,0.8571428571428571
243,50,10,False,1,auto,0.826530612244898
244,50,10,False,2,auto,0.826530612244898
245,50,10,False,3,auto,0.826530612244898
246,50,10,False,1,sqrt,0.8979591836734694
247,50,10,False,2,sqrt,0.8979591836734694
248,50,10,False,3,sqrt,0.8979591836734694
249,50,10,False,1,log2,0.8673469387755102
250,50,10,False,2,log2,0.8673469387755102
251,50,10,False,3,log2,0.8673469387755102
252,50,15,True,1,auto,0.8775510204081632
253,50,15,True,2,auto,0.8775510204081632
254,50,15,True,3,auto,0.8775510204081632
255,50,15,True,1,sqrt,0.8673469387755102
256,50,15,True,2,sqrt,0.8673469387755102
257,50,15,True,3,sqrt,0.8673469387755102
258,50,15,True,1,log2,0.8571428571428571
259,50,15,True,2,log2,0.8571428571428571
260,50,15,True,3,log2,0.8571428571428571
261,50,15,False,1,auto,0.826530612244898
262,50,15,False,2,auto,0.826530612244898
263,50,15,False,3,auto,0.826530612244898
264,50,15,False,1,sqrt,0.8979591836734694
265,50,15,False,2,sqrt,0.8979591836734694
266,50,15,False,3,sqrt,0.8877551020408163
267,50,15,False,1,log2,0.8673469387755102
268,50,15,False,2,log2,0.8673469387755102
269,50,15,False,3,log2,0.8673469387755102
270,50,20,True,1,auto,0.8775510204081632
271,50,20,True,2,auto,0.8775510204081632
272,50,20,True,3,auto,0.8775510204081632
273,50,20,True,1,sqrt,0.8673469387755102
274,50,20,True,2,sqrt,0.8673469387755102
275,50,20,True,3,sqrt,0.8673469387755102
276,50,20,True,1,log2,0.8571428571428571
277,50,20,True,2,log2,0.8571428571428571
278,50,20,True,3,log2,0.8571428571428571
279,50,20,False,1,auto,0.826530612244898
280,50,20,False,2,auto,0.826530612244898
281,50,20,False,3,auto,0.826530612244898
282,50,20,False,1,sqrt,0.8979591836734694
283,50,20,False,2,sqrt,0.8979591836734694
284,50,20,False,3,sqrt,0.8877551020408163
285,50,20,False,1,log2,0.8673469387755102
286,50,20,False,2,log2,0.8673469387755102
287,50,20,False,3,log2,0.8673469387755102
288,50,25,True,1,auto,0.8775510204081632
289,50,25,True,2,auto,0.8775510204081632
290,50,25,True,3,auto,0.8775510204081632
291,50,25,True,1,sqrt,0.8673469387755102
292,50,25,True,2,sqrt,0.8673469387755102
293,50,25,True,3,sqrt,0.8673469387755102
294,50,25,True,1,log2,0.8571428571428571
295,50,25,True,2,log2,0.8571428571428571
296,50,25,True,3,log2,0.8571428571428571
297,50,25,False,1,auto,0.826530612244898
298,50,25,False,2,auto,0.826530612244898
299,50,25,False,3,auto,0.826530612244898
300,50,25,False,1,sqrt,0.8979591836734694
301,50,25,False,2,sqrt,0.8979591836734694
302,50,25,False,3,sqrt,0.8877551020408163
303,50,25,False,1,log2,0.8673469387755102
304,50,25,False,2,log2,0.8673469387755102
305,50,25,False,3,log2,0.8673469387755102
306,50,30,True,1,auto,0.8775510204081632
307,50,30,True,2,auto,0.8775510204081632
308,50,30,True,3,auto,0.8775510204081632
309,50,30,True,1,sqrt,0.8673469387755102
310,50,30,True,2,sqrt,0.8673469387755102
311,50,30,True,3,sqrt,0.8673469387755102
312,50,30,True,1,log2,0.8571428571428571
313,50,30,True,2,log2,0.8571428571428571
314,50,30,True,3,log2,0.8571428571428571
315,50,30,False,1,auto,0.826530612244898
316,50,30,False,2,auto,0.826530612244898
317,50,30,False,3,auto,0.826530612244898
318,50,30,False,1,sqrt,0.8979591836734694
319,50,30,False,2,sqrt,0.8979591836734694
320,50,30,False,3,sqrt,0.8877551020408163
321,50,30,False,1,log2,0.8673469387755102
322,50,30,False,2,log2,0.8673469387755102
323,50,30,False,3,log2,0.8673469387755102
324,100,5,True,1,auto,0.8775510204081632
325,100,5,True,2,auto,0.8775510204081632
326,100,5,True,3,auto,0.8775510204081632
327,100,5,True,1,sqrt,0.8571428571428571
328,100,5,True,2,sqrt,0.8571428571428571
329,100,5,True,3,sqrt,0.8469387755102041
330,100,5,True,1,log2,0.8775510204081632
331,100,5,True,2,log2,0.8775510204081632
332,100,5,True,3,log2,0.8673469387755102
333,100,5,False,1,auto,0.8367346938775511
334,100,5,False,2,auto,0.8367346938775511
335,100,5,False,3,auto,0.8367346938775511
336,100,5,False,1,sqrt,0.8673469387755102
337,100,5,False,2,sqrt,0.8673469387755102
338,100,5,False,3,sqrt,0.8673469387755102
339,100,5,False,1,log2,0.8979591836734694
340,100,5,False,2,log2,0.8979591836734694
341,100,5,False,3,log2,0.8877551020408163
342,100,10,True,1,auto,0.8775510204081632
343,100,10,True,2,auto,0.8775510204081632
344,100,10,True,3,auto,0.8775510204081632
345,100,10,True,1,sqrt,0.8775510204081632
346,100,10,True,2,sqrt,0.8775510204081632
347,100,10,True,3,sqrt,0.8673469387755102
348,100,10,True,1,log2,0.8775510204081632
349,100,10,True,2,log2,0.8775510204081632
350,100,10,True,3,log2,0.8571428571428571
351,100,10,False,1,auto,0.826530612244898
352,100,10,False,2,auto,0.826530612244898
353,100,10,False,3,auto,0.826530612244898
354,100,10,False,1,sqrt,0.8877551020408163
355,100,10,False,2,sqrt,0.8877551020408163
356,100,10,False,3,sqrt,0.8877551020408163
357,100,10,False,1,log2,0.8673469387755102
358,100,10,False,2,log2,0.8673469387755102
359,100,10,False,3,log2,0.8673469387755102
360,100,15,True,1,auto,0.8775510204081632
361,100,15,True,2,auto,0.8775510204081632
362,100,15,True,3,auto,0.8775510204081632
363,100,15,True,1,sqrt,0.8775510204081632
364,100,15,True,2,sqrt,0.8775510204081632
365,100,15,True,3,sqrt,0.8673469387755102
366,100,15,True,1,log2,0.8775510204081632
367,100,15,True,2,log2,0.8775510204081632
368,100,15,True,3,log2,0.8571428571428571
369,100,15,False,1,auto,0.826530612244898
370,100,15,False,2,auto,0.826530612244898
371,100,15,False,3,auto,0.826530612244898
372,100,15,False,1,sqrt,0.8877551020408163
373,100,15,False,2,sqrt,0.8877551020408163
374,100,15,False,3,sqrt,0.8877551020408163
375,100,15,False,1,log2,0.8673469387755102
376,100,15,False,2,log2,0.8673469387755102
377,100,15,False,3,log2,0.8571428571428571
378,100,20,True,1,auto,0.8775510204081632
379,100,20,True,2,auto,0.8775510204081632
380,100,20,True,3,auto,0.8775510204081632
381,100,20,True,1,sqrt,0.8775510204081632
382,100,20,True,2,sqrt,0.8775510204081632
383,100,20,True,3,sqrt,0.8673469387755102
384,100,20,True,1,log2,0.8775510204081632
385,100,20,True,2,log2,0.8775510204081632
386,100,20,True,3,log2,0.8571428571428571
387,100,20,False,1,auto,0.826530612244898
388,100,20,False,2,auto,0.826530612244898
389,100,20,False,3,auto,0.826530612244898
390,100,20,False,1,sqrt,0.8877551020408163
391,100,20,False,2,sqrt,0.8877551020408163
392,100,20,False,3,sqrt,0.8877551020408163
393,100,20,False,1,log2,0.8673469387755102
394,100,20,False,2,log2,0.8673469387755102
395,100,20,False,3,log2,0.8571428571428571
396,100,25,True,1,auto,0.8775510204081632
397,100,25,True,2,auto,0.8775510204081632
398,100,25,True,3,auto,0.8775510204081632
399,100,25,True,1,sqrt,0.8775510204081632
400,100,25,True,2,sqrt,0.8775510204081632
401,100,25,True,3,sqrt,0.8673469387755102
402,100,25,True,1,log2,0.8775510204081632
403,100,25,True,2,log2,0.8775510204081632
404,100,25,True,3,log2,0.8571428571428571
405,100,25,False,1,auto,0.826530612244898
406,100,25,False,2,auto,0.826530612244898
407,100,25,False,3,auto,0.826530612244898
408,100,25,False,1,sqrt,0.8877551020408163
409,100,25,False,2,sqrt,0.8877551020408163
410,100,25,False,3,sqrt,0.8877551020408163
411,100,25,False,1,log2,0.8673469387755102
412,100,25,False,2,log2,0.8673469387755102
413,100,25,False,3,log2,0.8571428571428571
414,100,30,True,1,auto,0.8775510204081632
415,100,30,True,2,auto,0.8775510204081632
416,100,30,True,3,auto,0.8775510204081632
417,100,30,True,1,sqrt,0.8775510204081632
418,100,30,True,2,sqrt,0.8775510204081632
419,100,30,True,3,sqrt,0.8673469387755102
420,100,30,True,1,log2,0.8775510204081632
421,100,30,True,2,log2,0.8775510204081632
422,100,30,True,3,log2,0.8571428571428571
423,100,30,False,1,auto,0.826530612244898
424,100,30,False,2,auto,0.826530612244898
425,100,30,False,3,auto,0.826530612244898
426,100,30,False,1,sqrt,0.8877551020408163
427,100,30,False,2,sqrt,0.8877551020408163
428,100,30,False,3,sqrt,0.8877551020408163
429,100,30,False,1,log2,0.8673469387755102
430,100,30,False,2,log2,0.8673469387755102
431,100,30,False,3,log2,0.8571428571428571
432,150,5,True,1,auto,0.8775510204081632
433,150,5,True,2,auto,0.8775510204081632
434,150,5,True,3,auto,0.8775510204081632
435,150,5,True,1,sqrt,0.8469387755102041
436,150,5,True,2,sqrt,0.8469387755102041
437,150,5,True,3,sqrt,0.8469387755102041
438,150,5,True,1,log2,0.8571428571428571
439,150,5,True,2,log2,0.8571428571428571
440,150,5,True,3,log2,0.8571428571428571
441,150,5,False,1,auto,0.8367346938775511
442,150,5,False,2,auto,0.8367346938775511
443,150,5,False,3,auto,0.8367346938775511
444,150,5,False,1,sqrt,0.8571428571428571
445,150,5,False,2,sqrt,0.8571428571428571
446,150,5,False,3,sqrt,0.8571428571428571
447,150,5,False,1,log2,0.8979591836734694
448,150,5,False,2,log2,0.8979591836734694
449,150,5,False,3,log2,0.8979591836734694
450,150,10,True,1,auto,0.8673469387755102
451,150,10,True,2,auto,0.8673469387755102
452,150,10,True,3,auto,0.8673469387755102
453,150,10,True,1,sqrt,0.8673469387755102
454,150,10,True,2,sqrt,0.8673469387755102
455,150,10,True,3,sqrt,0.8673469387755102
456,150,10,True,1,log2,0.8673469387755102
457,150,10,True,2,log2,0.8673469387755102
458,150,10,True,3,log2,0.8571428571428571
459,150,10,False,1,auto,0.826530612244898
460,150,10,False,2,auto,0.826530612244898
461,150,10,False,3,auto,0.826530612244898
462,150,10,False,1,sqrt,0.8877551020408163
463,150,10,False,2,sqrt,0.8877551020408163
464,150,10,False,3,sqrt,0.8775510204081632
465,150,10,False,1,log2,0.8673469387755102
466,150,10,False,2,log2,0.8673469387755102
467,150,10,False,3,log2,0.8775510204081632
468,150,15,True,1,auto,0.8673469387755102
469,150,15,True,2,auto,0.8673469387755102
470,150,15,True,3,auto,0.8673469387755102
471,150,15,True,1,sqrt,0.8775510204081632
472,150,15,True,2,sqrt,0.8775510204081632
473,150,15,True,3,sqrt,0.8673469387755102
474,150,15,True,1,log2,0.8673469387755102
475,150,15,True,2,log2,0.8673469387755102
476,150,15,True,3,log2,0.8571428571428571
477,150,15,False,1,auto,0.826530612244898
478,150,15,False,2,auto,0.826530612244898
479,150,15,False,3,auto,0.826530612244898
480,150,15,False,1,sqrt,0.8877551020408163
481,150,15,False,2,sqrt,0.8877551020408163
482,150,15,False,3,sqrt,0.8775510204081632
483,150,15,False,1,log2,0.8673469387755102
484,150,15,False,2,log2,0.8673469387755102
485,150,15,False,3,log2,0.8775510204081632
486,150,20,True,1,auto,0.8673469387755102
487,150,20,True,2,auto,0.8673469387755102
488,150,20,True,3,auto,0.8673469387755102
489,150,20,True,1,sqrt,0.8775510204081632
490,150,20,True,2,sqrt,0.8775510204081632
491,150,20,True,3,sqrt,0.8673469387755102
492,150,20,True,1,log2,0.8673469387755102
493,150,20,True,2,log2,0.8673469387755102
494,150,20,True,3,log2,0.8571428571428571
495,150,20,False,1,auto,0.826530612244898
496,150,20,False,2,auto,0.826530612244898
497,150,20,False,3,auto,0.826530612244898
498,150,20,False,1,sqrt,0.8877551020408163
499,150,20,False,2,sqrt,0.8877551020408163
500,150,20,False,3,sqrt,0.8775510204081632
501,150,20,False,1,log2,0.8673469387755102
502,150,20,False,2,log2,0.8673469387755102
503,150,20,False,3,log2,0.8775510204081632
504,150,25,True,1,auto,0.8673469387755102
505,150,25,True,2,auto,0.8673469387755102
506,150,25,True,3,auto,0.8673469387755102
507,150,25,True,1,sqrt,0.8775510204081632
508,150,25,True,2,sqrt,0.8775510204081632
509,150,25,True,3,sqrt,0.8673469387755102
510,150,25,True,1,log2,0.8673469387755102
511,150,25,True,2,log2,0.8673469387755102
512,150,25,True,3,log2,0.8571428571428571
513,150,25,False,1,auto,0.826530612244898
514,150,25,False,2,auto,0.826530612244898
515,150,25,False,3,auto,0.826530612244898
516,150,25,False,1,sqrt,0.8877551020408163
517,150,25,False,2,sqrt,0.8877551020408163
518,150,25,False,3,sqrt,0.8775510204081632
519,150,25,False,1,log2,0.8673469387755102
520,150,25,False,2,log2,0.8673469387755102
521,150,25,False,3,log2,0.8775510204081632
522,150,30,True,1,auto,0.8673469387755102
523,150,30,True,2,auto,0.8673469387755102
524,150,30,True,3,auto,0.8673469387755102
525,150,30,True,1,sqrt,0.8775510204081632
526,150,30,True,2,sqrt,0.8775510204081632
527,150,30,True,3,sqrt,0.8673469387755102
528,150,30,True,1,log2,0.8673469387755102
529,150,30,True,2,log2,0.8673469387755102
530,150,30,True,3,log2,0.8571428571428571
531,150,30,False,1,auto,0.826530612244898
532,150,30,False,2,auto,0.826530612244898
533,150,30,False,3,auto,0.826530612244898
534,150,30,False,1,sqrt,0.8877551020408163
535,150,30,False,2,sqrt,0.8877551020408163
536,150,30,False,3,sqrt,0.8775510204081632
537,150,30,False,1,log2,0.8673469387755102
538,150,30,False,2,log2,0.8673469387755102
539,150,30,False,3,log2,0.8775510204081632
540,200,5,True,1,auto,0.8775510204081632
541,200,5,True,2,auto,0.8775510204081632
542,200,5,True,3,auto,0.8775510204081632
543,200,5,True,1,sqrt,0.8469387755102041
544,200,5,True,2,sqrt,0.8469387755102041
545,200,5,True,3,sqrt,0.8469387755102041
546,200,5,True,1,log2,0.8571428571428571
547,200,5,True,2,log2,0.8571428571428571
548,200,5,True,3,log2,0.8571428571428571
549,200,5,False,1,auto,0.8367346938775511
550,200,5,False,2,auto,0.8367346938775511
551,200,5,False,3,auto,0.8367346938775511
552,200,5,False,1,sqrt,0.8571428571428571
553,200,5,False,2,sqrt,0.8571428571428571
554,200,5,False,3,sqrt,0.8571428571428571
555,200,5,False,1,log2,0.8877551020408163
556,200,5,False,2,log2,0.8877551020408163
557,200,5,False,3,log2,0.8877551020408163
558,200,10,True,1,auto,0.8673469387755102
559,200,10,True,2,auto,0.8673469387755102
560,200,10,True,3,auto,0.8673469387755102
561,200,10,True,1,sqrt,0.8673469387755102
562,200,10,True,2,sqrt,0.8673469387755102
563,200,10,True,3,sqrt,0.8673469387755102
564,200,10,True,1,log2,0.8673469387755102
565,200,10,True,2,log2,0.8673469387755102
566,200,10,True,3,log2,0.8673469387755102
567,200,10,False,1,auto,0.826530612244898
568,200,10,False,2,auto,0.826530612244898
569,200,10,False,3,auto,0.826530612244898
570,200,10,False,1,sqrt,0.8775510204081632
571,200,10,False,2,sqrt,0.8775510204081632
572,200,10,False,3,sqrt,0.8775510204081632
573,200,10,False,1,log2,0.8775510204081632
574,200,10,False,2,log2,0.8775510204081632
575,200,10,False,3,log2,0.8877551020408163
576,200,15,True,1,auto,0.8673469387755102
577,200,15,True,2,auto,0.8673469387755102
578,200,15,True,3,auto,0.8673469387755102
579,200,15,True,1,sqrt,0.8673469387755102
580,200,15,True,2,sqrt,0.8673469387755102
581,200,15,True,3,sqrt,0.8673469387755102
582,200,15,True,1,log2,0.8673469387755102
583,200,15,True,2,log2,0.8673469387755102
584,200,15,True,3,log2,0.8673469387755102
585,200,15,False,1,auto,0.826530612244898
586,200,15,False,2,auto,0.826530612244898
587,200,15,False,3,auto,0.826530612244898
588,200,15,False,1,sqrt,0.8775510204081632
589,200,15,False,2,sqrt,0.8775510204081632
590,200,15,False,3,sqrt,0.8775510204081632
591,200,15,False,1,log2,0.8775510204081632
592,200,15,False,2,log2,0.8775510204081632
593,200,15,False,3,log2,0.8877551020408163
594,200,20,True,1,auto,0.8673469387755102
595,200,20,True,2,auto,0.8673469387755102
596,200,20,True,3,auto,0.8673469387755102
597,200,20,True,1,sqrt,0.8673469387755102
598,200,20,True,2,sqrt,0.8673469387755102
599,200,20,True,3,sqrt,0.8673469387755102
600,200,20,True,1,log2,0.8673469387755102
601,200,20,True,2,log2,0.8673469387755102
602,200,20,True,3,log2,0.8673469387755102
603,200,20,False,1,auto,0.826530612244898
604,200,20,False,2,auto,0.826530612244898
605,200,20,False,3,auto,0.826530612244898
606,200,20,False,1,sqrt,0.8775510204081632
607,200,20,False,2,sqrt,0.8775510204081632
608,200,20,False,3,sqrt,0.8775510204081632
609,200,20,False,1,log2,0.8775510204081632
610,200,20,False,2,log2,0.8775510204081632
611,200,20,False,3,log2,0.8877551020408163
612,200,25,True,1,auto,0.8673469387755102
613,200,25,True,2,auto,0.8673469387755102
614,200,25,True,3,auto,0.8673469387755102
615,200,25,True,1,sqrt,0.8673469387755102
616,200,25,True,2,sqrt,0.8673469387755102
617,200,25,True,3,sqrt,0.8673469387755102
