,estimator,depth,bs,split,feature,accuracy
288,50,25,True,1,auto,0.8673469387755102
289,50,25,True,2,auto,0.8673469387755102
290,50,25,True,3,auto,0.8673469387755102
291,50,25,True,1,sqrt,0.8469387755102041
292,50,25,True,2,sqrt,0.8469387755102041
293,50,25,True,3,sqrt,0.8877551020408163
294,50,25,True,1,log2,0.8469387755102041
295,50,25,True,2,log2,0.8469387755102041
296,50,25,True,3,log2,0.8877551020408163
297,50,25,False,1,auto,0.7959183673469388
298,50,25,False,2,auto,0.7959183673469388
299,50,25,False,3,auto,0.7959183673469388
300,50,25,False,1,sqrt,0.8673469387755102
301,50,25,False,2,sqrt,0.8673469387755102
302,50,25,False,3,sqrt,0.8877551020408163
303,50,25,False,1,log2,0.8673469387755102
304,50,25,False,2,log2,0.8673469387755102
305,50,25,False,3,log2,0.8877551020408163
306,50,30,True,1,auto,0.8673469387755102
307,50,30,True,2,auto,0.8673469387755102
308,50,30,True,3,auto,0.8673469387755102
309,50,30,True,1,sqrt,0.8469387755102041
310,50,30,True,2,sqrt,0.8469387755102041
311,50,30,True,3,sqrt,0.8877551020408163
312,50,30,True,1,log2,0.8469387755102041
313,50,30,True,2,log2,0.8469387755102041
314,50,30,True,3,log2,0.8877551020408163
315,50,30,False,1,auto,0.7959183673469388
316,50,30,False,2,auto,0.7959183673469388
317,50,30,False,3,auto,0.7959183673469388
318,50,30,False,1,sqrt,0.8673469387755102
319,50,30,False,2,sqrt,0.8673469387755102
320,50,30,False,3,sqrt,0.8877551020408163
321,50,30,False,1,log2,0.8673469387755102
322,50,30,False,2,log2,0.8673469387755102
323,50,30,False,3,log2,0.8877551020408163
324,100,5,True,1,auto,0.8673469387755102
325,100,5,True,2,auto,0.8673469387755102
326,100,5,True,3,auto,0.8673469387755102
327,100,5,True,1,sqrt,0.8367346938775511
328,100,5,True,2,sqrt,0.8367346938775511
329,100,5,True,3,sqrt,0.8367346938775511
330,100,5,True,1,log2,0.8367346938775511
331,100,5,True,2,log2,0.8367346938775511
332,100,5,True,3,log2,0.8367346938775511
333,100,5,False,1,auto,0.8163265306122449
334,100,5,False,2,auto,0.8163265306122449
335,100,5,False,3,auto,0.8163265306122449
336,100,5,False,1,sqrt,0.8979591836734694
337,100,5,False,2,sqrt,0.8979591836734694
338,100,5,False,3,sqrt,0.8775510204081632
339,100,5,False,1,log2,0.8979591836734694
340,100,5,False,2,log2,0.8979591836734694
341,100,5,False,3,log2,0.8775510204081632
342,100,10,True,1,auto,0.8673469387755102
343,100,10,True,2,auto,0.8673469387755102
344,100,10,True,3,auto,0.8673469387755102
345,100,10,True,1,sqrt,0.8367346938775511
346,100,10,True,2,sqrt,0.8367346938775511
347,100,10,True,3,sqrt,0.8469387755102041
348,100,10,True,1,log2,0.8367346938775511
349,100,10,True,2,log2,0.8367346938775511
350,100,10,True,3,log2,0.8469387755102041
351,100,10,False,1,auto,0.7959183673469388
352,100,10,False,2,auto,0.7959183673469388
353,100,10,False,3,auto,0.7959183673469388
354,100,10,False,1,sqrt,0.8775510204081632
355,100,10,False,2,sqrt,0.8775510204081632
356,100,10,False,3,sqrt,0.8673469387755102
357,100,10,False,1,log2,0.8775510204081632
358,100,10,False,2,log2,0.8775510204081632
359,100,10,False,3,log2,0.8673469387755102
360,100,15,True,1,auto,0.8673469387755102
361,100,15,True,2,auto,0.8673469387755102
362,100,15,True,3,auto,0.8673469387755102
363,100,15,True,1,sqrt,0.8367346938775511
364,100,15,True,2,sqrt,0.8367346938775511
365,100,15,True,3,sqrt,0.8469387755102041
366,100,15,True,1,log2,0.8367346938775511
367,100,15,True,2,log2,0.8367346938775511
368,100,15,True,3,log2,0.8469387755102041
369,100,15,False,1,auto,0.7959183673469388
370,100,15,False,2,auto,0.7959183673469388
371,100,15,False,3,auto,0.7959183673469388
372,100,15,False,1,sqrt,0.8673469387755102
373,100,15,False,2,sqrt,0.8673469387755102
374,100,15,False,3,sqrt,0.8775510204081632
375,100,15,False,1,log2,0.8673469387755102
376,100,15,False,2,log2,0.8673469387755102
377,100,15,False,3,log2,0.8775510204081632
378,100,20,True,1,auto,0.8673469387755102
379,100,20,True,2,auto,0.8673469387755102
380,100,20,True,3,auto,0.8673469387755102
381,100,20,True,1,sqrt,0.8367346938775511
382,100,20,True,2,sqrt,0.8367346938775511
383,100,20,True,3,sqrt,0.8469387755102041
384,100,20,True,1,log2,0.8367346938775511
385,100,20,True,2,log2,0.8367346938775511
386,100,20,True,3,log2,0.8469387755102041
387,100,20,False,1,auto,0.7959183673469388
388,100,20,False,2,auto,0.7959183673469388
389,100,20,False,3,auto,0.7959183673469388
390,100,20,False,1,sqrt,0.8673469387755102
391,100,20,False,2,sqrt,0.8673469387755102
392,100,20,False,3,sqrt,0.8775510204081632
393,100,20,False,1,log2,0.8673469387755102
394,100,20,False,2,log2,0.8673469387755102
395,100,20,False,3,log2,0.8775510204081632
396,100,25,True,1,auto,0.8673469387755102
397,100,25,True,2,auto,0.8673469387755102
398,100,25,True,3,auto,0.8673469387755102
399,100,25,True,1,sqrt,0.8367346938775511
400,100,25,True,2,sqrt,0.8367346938775511
401,100,25,True,3,sqrt,0.8469387755102041
402,100,25,True,1,log2,0.8367346938775511
403,100,25,True,2,log2,0.8367346938775511
404,100,25,True,3,log2,0.8469387755102041
405,100,25,False,1,auto,0.7959183673469388
406,100,25,False,2,auto,0.7959183673469388
407,100,25,False,3,auto,0.7959183673469388
408,100,25,False,1,sqrt,0.8673469387755102
409,100,25,False,2,sqrt,0.8673469387755102
410,100,25,False,3,sqrt,0.8775510204081632
411,100,25,False,1,log2,0.8673469387755102
412,100,25,False,2,log2,0.8673469387755102
413,100,25,False,3,log2,0.8775510204081632
414,100,30,True,1,auto,0.8673469387755102
415,100,30,True,2,auto,0.8673469387755102
