,groupId,files,timeRun,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC
0,Shepherd_train05,10,16.21748113632202,0.09992658151596183,0.05261859519348733,1.0,0.0,16.2,0.06393830130193176,0.8024390860202596,0.8548135799393247
1,Shepherd_train32,10,14.928731918334961,0.09931506595342436,0.048908343175883266,1.0,0.0,16.0,0.05670997083548055,0.7887812276778464,0.8488940291077001
2,Shepherd_train27,10,16.11847996711731,0.09945139704890978,0.06722005327550601,1.0,0.0,15.8,0.05961584931664353,0.812278594874034,0.7641548035832022
3,Unitarian_train13,10,23.493037939071655,0.1090189714174371,0.0468223355808201,1.0,0.0,25.7,0.12114576298563717,0.9030108280239748,0.8476862088047732
4,MehrBaba_test01,3,4.591368198394775,0.10476069995183146,0.033308545827016346,1.0,0.0,15.666666666666666,0.22068098828662208,0.8655578194553918,0.842890915747582
5,Rabbinic_train04,10,11.725320100784302,0.0983699725084644,0.032905346409952754,1.0,0.0,20.0,0.2611097124900946,0.9346031817410587,0.9449596307365798
6,DorothyDay_train68,10,9.609208106994629,0.09018225252662725,0.03966654113696725,1.0,0.0,13.5,0.1799819160145247,0.9214439998847258,0.9430685123316411
7,Shepherd_train44,10,16.651540994644165,0.09563848280237644,0.0659676158651578,0.8,0.19999999999999996,16.7,0.06559846702066403,0.7703301723436986,0.7400689663138096
8,JohnPiper_train04,10,15.48168683052063,0.0936280042933159,0.05554680664629188,1.0,0.0,25.3,0.14526749367370748,0.9042658579743099,0.9123103938158916
9,Shepherd_test04,10,15.524971961975098,0.10042038152695872,0.05706155151840013,1.0,0.0,17.0,0.06862371127340976,0.7815021102096006,0.8243606470095232
10,JohnPiper_test02,10,15.479882001876831,0.1049094787404979,0.0518908274286638,0.9,0.09999999999999998,22.9,0.1320039280767848,0.8896220904023187,0.8788824092166202
11,DorothyDay_test02,10,10.105764150619507,0.0934065981779264,0.03438981679131625,1.0,0.0,10.7,0.12678499624107886,0.9169372695787816,0.9298544041169393
12,DorothyDay_train12,10,10.950829982757568,0.09482930632700713,0.03874652393537529,1.0,0.0,14.2,0.14706521150618507,0.9240736821468982,0.9258090707018795
13,Unitarian_train07,10,22.284006118774414,0.10237962758387628,0.039910939559592955,1.0,0.0,26.3,0.11846026763717958,0.8812188581433367,0.8964478549715306
14,DorothyDay_train29,10,14.708140850067139,0.08493437543977582,0.040123183217015884,0.9,0.09999999999999998,22.0,0.16909978265515918,0.9300502816127636,0.9720968700738837
15,DorothyDay_train65,10,11.936755895614624,0.08499762481419508,0.04121784289850346,1.0,0.0,17.7,0.17906929558809578,0.9373579359186659,0.8962250987891117
16,JohnPiper_train31,10,11.41211199760437,0.10359433470023802,0.05938301535005354,1.0,0.0,18.2,0.1240986869494285,0.9162684621184279,0.8580098147207675
17,WBC_train13,10,19.47515892982483,0.08035647713358518,0.07196227553749163,0.6,0.4,29.8,0.19675044520389534,0.9180657469569804,0.9479968288280809
18,Shepherd_train65,5,9.210746049880981,0.09703278919809206,0.050373247058606206,1.0,0.0,17.8,0.06322416207358937,0.8025293596184115,0.8430473089971615
19,Shepherd_train59,10,18.36888289451599,0.09540463703834559,0.054092432022771884,0.9,0.09999999999999998,17.2,0.058587002727548985,0.7954525493623028,0.897635296536745
20,MehrBaba_train05,10,7.583924055099487,0.11931755840432383,0.05327351420517655,1.0,0.0,12.2,0.22433886749758755,0.9050036228917271,0.8997145111513409
21,Shepherd_train10,10,16.056785821914673,0.0923226862583347,0.05476773274959945,1.0,0.0,14.7,0.06491366502945059,0.7780737301160783,0.8719285602806629
22,Shepherd_train09,10,15.105668067932129,0.10070626637456818,0.05257671979365541,1.0,0.0,16.0,0.08012112011314669,0.8322850259784904,0.8653710058717771
23,DorothyDay_train20,10,11.011312007904053,0.08741149241409481,0.03823554943577416,1.0,0.0,16.7,0.18838954706573433,0.9329116263923893,0.9162921492343203
24,JohnPiper_train38,10,14.402095079421997,0.09391723904043935,0.04205315753435228,1.0,0.0,17.8,0.10915927710330706,0.9281445196559737,0.9309494072279547
25,PastorAnderson_test01,10,54.29507398605347,0.08406574792241138,0.05054671650963545,1.0,0.0,65.1,0.08331694618329887,0.8899128370559891,0.9262889174850368
26,DorothyDay_train13,10,8.584420919418335,0.08900163406056301,0.0295836464590122,1.0,0.0,9.4,0.15183424283704122,0.7081212320635449,0.8988392203849112
27,WBC_train00,10,14.7885160446167,0.07910418231751426,0.08056766916494473,0.6,0.4,24.1,0.2009533243734986,0.8870820787373439,0.9488913215099011
28,DorothyDay_train64,10,13.206342935562134,0.08477382062996097,0.04364831669471737,0.9,0.09999999999999998,20.3,0.19474712017029644,0.9438231916888675,0.8988843108702266
29,DorothyDay_train59,10,11.98378300666809,0.09537426280442116,0.049459636767300516,1.0,0.0,16.2,0.1452699457695147,0.9275499312670735,0.9141753065154111
30,DorothyDay_train41,10,11.192414045333862,0.083607634618025,0.04269442922733811,0.9,0.09999999999999998,15.7,0.1817623222874215,0.9515908597647224,0.9129600642901142
31,NaumanKhan_test00,9,22.374538898468018,0.08560094216992294,0.036045647845523374,1.0,0.0,29.77777777777778,0.1552900588795034,0.8909797345978703,0.8967083648346496
32,JohnPiper_train26,10,14.779630184173584,0.09348954494842814,0.04310781387758711,1.0,0.0,19.4,0.1293536173021712,0.9283506702999962,0.8758156373202468
33,MehrBaba_train02,10,9.623223066329956,0.11297516848651737,0.03965394841558844,1.0,0.0,15.1,0.20333639307667056,0.9004031979842715,0.9149008152719794
