,0,1
0,not,0.8444129892821117
1,onli,0.8921736460444489
2,when,0.8454729438414276
3,spiritu,0.8714252582032852
4,,0.8139000718120035
5,so,0.8592261417781474
6,more,0.8691090018890678
7,nt,0.8363289459858622
8,even,0.8914173132067646
9,human,0.8907284849613403
