,0,1
0,not,0.9074726820603991
1,codecerror,
2,when,0.9082050947892828
3,so,0.9060384110039785
4,even,0.9070649887847559
5,just,0.9052273999222549
6,now,0.9053811089708368
7,how,0.8912000283972118
8,then,0.9149741564196411
9,other,0.9037915373637642
