"","t.cvCosineSim.","groupName"
"X0",0.989222385176738,"PastorAnderson_train9"
"V2",0.98821517330045,"PastorAnderson_train9"
"V3",0.988299210206557,"PastorAnderson_train9"
"V4",0.98864310647455,"PastorAnderson_train9"
"V5",0.987948195907471,"PastorAnderson_train9"
"V6",0.98593148599234,"PastorAnderson_train9"
"V7",0.989588000781979,"PastorAnderson_train9"
"V8",0.989592494119644,"PastorAnderson_train9"
"V9",0.988912859547886,"PastorAnderson_train9"
"V10",0.991791241563514,"PastorAnderson_train9"
