"","t.cvCosineSim.","groupName"
"X0",0.989575485389858,"PastorAnderson_train12"
"V2",0.989384398228044,"PastorAnderson_train12"
"V3",0.989480765998731,"PastorAnderson_train12"
"V4",0.987836584392469,"PastorAnderson_train12"
"V5",0.988290604780385,"PastorAnderson_train12"
"V6",0.988823530290686,"PastorAnderson_train12"
"V7",0.99042681063974,"PastorAnderson_train12"
"V8",0.991999048919293,"PastorAnderson_train12"
"V9",0.989983129317804,"PastorAnderson_train12"
"V10",0.989310582583276,"PastorAnderson_train12"
