"","t.cvCosineSim.","groupName"
"X0",0.989845968331404,"PastorAnderson_train4"
"V2",0.988706980409271,"PastorAnderson_train4"
"V3",0.988949971406408,"PastorAnderson_train4"
"V4",0.987747449377732,"PastorAnderson_train4"
"V5",0.989150745764302,"PastorAnderson_train4"
"V6",0.987997105405792,"PastorAnderson_train4"
"V7",0.988749017330545,"PastorAnderson_train4"
"V8",0.990869789685878,"PastorAnderson_train4"
"V9",0.988319801907187,"PastorAnderson_train4"
"V10",0.989371883968091,"PastorAnderson_train4"
