"","t.cvCosineSim.","groupName"
"X0",0.990723170496141,"WBC_train24"
"V2",0.986268935672105,"WBC_train24"
"V3",0.989199411210666,"WBC_train24"
"V4",0.994516865199223,"WBC_train24"
"V5",0.988577636153273,"WBC_train24"
"V6",0.985144138912128,"WBC_train24"
"V7",0.988074144622101,"WBC_train24"
"V8",0.99104423485619,"WBC_train24"
"V9",0.992338253474475,"WBC_train24"
"V10",0.992026615961383,"WBC_train24"
