"","t.cvCosineSim.","groupName"
"X0",0.99108645699724,"JohnPiper_train11"
"V2",0.990904805405068,"JohnPiper_train11"
"V3",0.994559730210923,"JohnPiper_train11"
"V4",0.99377490652216,"JohnPiper_train11"
"V5",0.98886288521768,"JohnPiper_train11"
"V6",0.991327105911729,"JohnPiper_train11"
"V7",0.988319476748914,"JohnPiper_train11"
"V8",0.989365868228508,"JohnPiper_train11"
"V9",0.991874842681704,"JohnPiper_train11"
"V10",0.994839808489322,"JohnPiper_train11"
