"","t.cvCosineSim.","groupName"
"X0",0.987821265210204,"Shepherd_train32"
"V2",0.987886748999325,"Shepherd_train32"
"V3",0.985514311009734,"Shepherd_train32"
"V4",0.98729771020241,"Shepherd_train32"
"V5",0.986836256365068,"Shepherd_train32"
"V6",0.986252974399747,"Shepherd_train32"
"V7",0.981726697339585,"Shepherd_train32"
"V8",0.992146978100428,"Shepherd_train32"
"V9",0.985629967524147,"Shepherd_train32"
"V10",0.989172580402341,"Shepherd_train32"
