"","t.cvCosineSim.","groupName"
"X0",0.991496378610217,"Rabbinic_train6"
"V2",0.989235413091088,"Rabbinic_train6"
"V3",0.99000976276453,"Rabbinic_train6"
"V4",0.992341027228436,"Rabbinic_train6"
"V5",0.993325263270547,"Rabbinic_train6"
"V6",0.993740758761538,"Rabbinic_train6"
"V7",0.990435535919534,"Rabbinic_train6"
"V8",0.991067431457914,"Rabbinic_train6"
"V9",0.983943524611411,"Rabbinic_train6"
"V10",0.986001321226831,"Rabbinic_train6"
