"","t.cvCosineSim.","groupName"
"X0",0.989482168512653,"PastorAnderson_train1"
"V2",0.988265914432766,"PastorAnderson_train1"
"V3",0.989454846085771,"PastorAnderson_train1"
"V4",0.987546067555988,"PastorAnderson_train1"
"V5",0.989288868945359,"PastorAnderson_train1"
"V6",0.988652017241393,"PastorAnderson_train1"
"V7",0.990725130343928,"PastorAnderson_train1"
"V8",0.989949750251129,"PastorAnderson_train1"
"V9",0.989120679399838,"PastorAnderson_train1"
"V10",0.992495199842944,"PastorAnderson_train1"
