"","t.cvCosineSim.","groupName"
"X0",0.989716734962706,"PastorAnderson_train8"
"V2",0.99000209516155,"PastorAnderson_train8"
"V3",0.989219980514079,"PastorAnderson_train8"
"V4",0.989844940893255,"PastorAnderson_train8"
"V5",0.991355766675437,"PastorAnderson_train8"
"V6",0.988704948693598,"PastorAnderson_train8"
"V7",0.990220845408987,"PastorAnderson_train8"
"V8",0.990717107666555,"PastorAnderson_train8"
"V9",0.988485065806371,"PastorAnderson_train8"
"V10",0.989038200163701,"PastorAnderson_train8"
