"","t.cvCosineSim.","groupName"
"X0",0.988619567568562,"PastorAnderson_train2"
"V2",0.988969226419877,"PastorAnderson_train2"
"V3",0.988130541452305,"PastorAnderson_train2"
"V4",0.987917947866881,"PastorAnderson_train2"
"V5",0.988031625343814,"PastorAnderson_train2"
"V6",0.989303529122666,"PastorAnderson_train2"
"V7",0.98779996780257,"PastorAnderson_train2"
"V8",0.98872045467907,"PastorAnderson_train2"
"V9",0.98836007812029,"PastorAnderson_train2"
"V10",0.988000214267407,"PastorAnderson_train2"
