"","t.cvCosineSim.","groupName"
"X0",0.989010195811876,"PastorAnderson_train15"
"V2",0.988615071220218,"PastorAnderson_train15"
"V3",0.989012493525245,"PastorAnderson_train15"
"V4",0.98684301266156,"PastorAnderson_train15"
"V5",0.991504071107941,"PastorAnderson_train15"
"V6",0.988919441326672,"PastorAnderson_train15"
"V7",0.99030551496853,"PastorAnderson_train15"
"V8",0.988393410513596,"PastorAnderson_train15"
"V9",0.989296055203842,"PastorAnderson_train15"
"V10",0.988128844164888,"PastorAnderson_train15"
