"","t.cvCosineSim.","groupName"
"X0",0.987725346948179,"PastorAnderson_train16"
"V2",0.987448122520555,"PastorAnderson_train16"
"V3",0.987350966759258,"PastorAnderson_train16"
"V4",0.987663752048603,"PastorAnderson_train16"
"V5",0.985536088173856,"PastorAnderson_train16"
"V6",0.988001058688451,"PastorAnderson_train16"
"V7",0.987175520593131,"PastorAnderson_train16"
"V8",0.987237555514699,"PastorAnderson_train16"
"V9",0.988358728974646,"PastorAnderson_train16"
"V10",0.987306774977234,"PastorAnderson_train16"
