"","t.cvCosineSim.","groupName"
"X0",0.989932373758625,"PastorAnderson_train11"
"V2",0.988815005618312,"PastorAnderson_train11"
"V3",0.988344428252722,"PastorAnderson_train11"
"V4",0.98761591916862,"PastorAnderson_train11"
"V5",0.989658268255907,"PastorAnderson_train11"
"V6",0.988390107223419,"PastorAnderson_train11"
"V7",0.98745314536892,"PastorAnderson_train11"
"V8",0.987662401195293,"PastorAnderson_train11"
"V9",0.989427837512463,"PastorAnderson_train11"
"V10",0.991137672706537,"PastorAnderson_train11"
