"","t.cvCosineSim.","groupName"
"X0",0.990495980757268,"PastorAnderson_train9"
"V2",0.989588812102487,"PastorAnderson_train9"
"V3",0.989713712973538,"PastorAnderson_train9"
"V4",0.988886799511644,"PastorAnderson_train9"
"V5",0.988872225118423,"PastorAnderson_train9"
"V6",0.989547612902172,"PastorAnderson_train9"
"V7",0.988631513144187,"PastorAnderson_train9"
"V8",0.988956816840427,"PastorAnderson_train9"
"V9",0.988249855870958,"PastorAnderson_train9"
"V10",0.990584466211601,"PastorAnderson_train9"
