"","t.cvCosineSim.","groupName"
"X0",0.988973031168462,"PastorAnderson_train5"
"V2",0.988834926487026,"PastorAnderson_train5"
"V3",0.989758522026622,"PastorAnderson_train5"
"V4",0.989482586843329,"PastorAnderson_train5"
"V5",0.988575636567088,"PastorAnderson_train5"
"V6",0.988180113324099,"PastorAnderson_train5"
"V7",0.990431233734641,"PastorAnderson_train5"
"V8",0.989948155216838,"PastorAnderson_train5"
"V9",0.98975798745353,"PastorAnderson_train5"
"V10",0.987784830020082,"PastorAnderson_train5"
