"","t.cvCosineSim.","groupName"
"X0",0.994033562861527,"DorothyDay_train35"
"V2",0.993875954839976,"DorothyDay_train35"
"V3",0.993131727310266,"DorothyDay_train35"
"V4",0.994410645495586,"DorothyDay_train35"
"V5",0.994839113089858,"DorothyDay_train35"
"V6",0.99371530895569,"DorothyDay_train35"
"V7",0.994312209591123,"DorothyDay_train35"
"V8",0.993285014319773,"DorothyDay_train35"
"V9",0.994144609719876,"DorothyDay_train35"
"V10",0.992768548867031,"DorothyDay_train35"
