"","t.cvCosineSim.","groupName"
"X0",0.987502443739357,"PastorAnderson_train16"
"V2",0.987279236693665,"PastorAnderson_train16"
"V3",0.988516793813631,"PastorAnderson_train16"
"V4",0.98603171553154,"PastorAnderson_train16"
"V5",0.988158933288173,"PastorAnderson_train16"
"V6",0.987339948224379,"PastorAnderson_train16"
"V7",0.986331130915562,"PastorAnderson_train16"
"V8",0.987931095480446,"PastorAnderson_train16"
"V9",0.988801059045979,"PastorAnderson_train16"
"V10",0.987455354735459,"PastorAnderson_train16"
