"","t.cvCosineSim.","groupName"
"X0",0.988620015072708,"PastorAnderson_train2"
"V2",0.988826750819932,"PastorAnderson_train2"
"V3",0.988863398758804,"PastorAnderson_train2"
"V4",0.98718224442179,"PastorAnderson_train2"
"V5",0.987772449734883,"PastorAnderson_train2"
"V6",0.987995009527191,"PastorAnderson_train2"
"V7",0.987500978456861,"PastorAnderson_train2"
"V8",0.990284315873202,"PastorAnderson_train2"
"V9",0.98905644352459,"PastorAnderson_train2"
"V10",0.989898368644873,"PastorAnderson_train2"
