"","t.cvCosineSim.","groupName"
"X0",0.990544704726229,"PastorAnderson_train6"
"V2",0.990108530244104,"PastorAnderson_train6"
"V3",0.990250599394612,"PastorAnderson_train6"
"V4",0.990940378828543,"PastorAnderson_train6"
"V5",0.989941735187279,"PastorAnderson_train6"
"V6",0.989745581631402,"PastorAnderson_train6"
"V7",0.990474354782507,"PastorAnderson_train6"
"V8",0.990486528391221,"PastorAnderson_train6"
"V9",0.991198997344295,"PastorAnderson_train6"
"V10",0.99053217189755,"PastorAnderson_train6"
