"","t.cvCosineSim.","groupName"
"X0",0.989462311056164,"PastorAnderson_train1"
"V2",0.989210200883904,"PastorAnderson_train1"
"V3",0.989483560899895,"PastorAnderson_train1"
"V4",0.987952038061547,"PastorAnderson_train1"
"V5",0.988259753567388,"PastorAnderson_train1"
"V6",0.988182204495918,"PastorAnderson_train1"
"V7",0.988396038344835,"PastorAnderson_train1"
"V8",0.987702582791457,"PastorAnderson_train1"
"V9",0.988362708733338,"PastorAnderson_train1"
"V10",0.987281115902904,"PastorAnderson_train1"
