"","t.cvCosineSim.","groupName"
"X0",0.988316782630659,"Unitarian_train14"
"V2",0.987077472163082,"Unitarian_train14"
"V3",0.986142560303853,"Unitarian_train14"
"V4",0.987880392643807,"Unitarian_train14"
"V5",0.987833968181274,"Unitarian_train14"
"V6",0.989689395625446,"Unitarian_train14"
"V7",0.98882547353646,"Unitarian_train14"
"V8",0.987609999425579,"Unitarian_train14"
"V9",0.988492189655468,"Unitarian_train14"
"V10",0.986102664174502,"Unitarian_train14"
