"","t.cvCosineSim.","groupName"
"X0",0.989234204063126,"PastorAnderson_train12"
"V2",0.989916082960815,"PastorAnderson_train12"
"V3",0.991117078049341,"PastorAnderson_train12"
"V4",0.988865483826754,"PastorAnderson_train12"
"V5",0.99002212295317,"PastorAnderson_train12"
"V6",0.989725035453416,"PastorAnderson_train12"
"V7",0.989820569271609,"PastorAnderson_train12"
"V8",0.988396005112943,"PastorAnderson_train12"
"V9",0.990014524964177,"PastorAnderson_train12"
"V10",0.990311557266901,"PastorAnderson_train12"
