"","t.cvCosineSim.","groupName"
"X0",0.988569688192898,"PastorAnderson_train10"
"V2",0.987864036976468,"PastorAnderson_train10"
"V3",0.98912405210132,"PastorAnderson_train10"
"V4",0.987989493043447,"PastorAnderson_train10"
"V5",0.986621570843503,"PastorAnderson_train10"
"V6",0.986255918685733,"PastorAnderson_train10"
"V7",0.988379499654411,"PastorAnderson_train10"
"V8",0.988377839685625,"PastorAnderson_train10"
"V9",0.991276361574669,"PastorAnderson_train10"
"V10",0.987504748466875,"PastorAnderson_train10"
