"","t.cvCosineSim.","groupName"
"X0",0.988900667084537,"PastorAnderson_train13"
"V2",0.98790471878497,"PastorAnderson_train13"
"V3",0.987403191490651,"PastorAnderson_train13"
"V4",0.988033507703277,"PastorAnderson_train13"
"V5",0.988534072814866,"PastorAnderson_train13"
"V6",0.98807588359922,"PastorAnderson_train13"
"V7",0.990612954887357,"PastorAnderson_train13"
"V8",0.98950481795766,"PastorAnderson_train13"
"V9",0.987516648996587,"PastorAnderson_train13"
"V10",0.986557040907606,"PastorAnderson_train13"
