"","t.cvCosineSim.","groupName"
"X0",0.988921779913758,"PastorAnderson_train7"
"V2",0.987247327376447,"PastorAnderson_train7"
"V3",0.988009965469362,"PastorAnderson_train7"
"V4",0.988618815734221,"PastorAnderson_train7"
"V5",0.986770945786592,"PastorAnderson_train7"
"V6",0.987681608366053,"PastorAnderson_train7"
"V7",0.987629916149066,"PastorAnderson_train7"
"V8",0.988094965404275,"PastorAnderson_train7"
"V9",0.988877752327456,"PastorAnderson_train7"
"V10",0.989605931153385,"PastorAnderson_train7"
