"","Actual","ANN","OL","RF","SVM"
"1",4,3.68913679350014,0,4.22066666666667,4.00274825844658
"2",4,4.14272694602354,0,6.189,4.20439102090886
"3",4,4.24878342065814,0,3.3815,3.97449550951891
"4",4,4.0439667498033,0,4.41016666666667,4.00238433756761
"5",4,3.92609979063215,0,3.977,4.00801904553111
"6",4,4.27104113394579,0,3.2775,3.88841787669205
"7",4,4.3753243295787,0,4.98816666666667,3.93098901207456
"8",4,4.38420232842273,0,4.392,3.92084661806637
"9",4,4.31793860770605,0,4.028,3.84877002428352
"10",4,4.1887002900631,0,3.47866666666667,4.06017442998748
"11",4,3.28239610945862,0,2.725,2.91020183499398
"12",4,4.2752268691721,0,4,3.86014080879203
"13",4,4.09873113770333,0,4.29516666666667,4.00988095873359
"14",4,4.12160715928965,0,3.69266666666667,4.1449345509754
"15",4,3.80181038961369,0,3.8405,4.03557303203658
"16",4,4.15160676109057,0,4.2345,4.13570312768758
"17",4,3.85958966280014,0,4.35833333333333,4.06739096940886
"18",4,4.25521881992999,0,3.499,3.82532211354841
"19",4,4.091928496463,0,4.02766666666667,3.90922031443025
"20",4,3.3225395604357,0,2.64383333333333,2.61509946169011
"21",4,4.34070519131755,0,3.759,3.87251539607415
"22",4,4.00282410185025,0,3.60183333333333,4.12036649531277
"23",4,4.08026710661266,0,4.6265,3.71330936576343
"78",4,4.4885932846575,0,3.9425,4.02886057856789
"79",4,4.32216030934886,0,3.99333333333333,3.8556976499146
"80",4,4.00439478266784,0,5.13966666666667,4.23214175111649
"81",4,3.47465531693272,0,3.35071428571429,3.886642153694
"82",4,3.64421028925759,0,2.6875,3.63751054302314
"83",4,4.36897735972141,0,3.67433333333333,3.90937532554859
"84",4,4.03829564278166,0,4.43266666666667,4.13356681582325
"85",4,3.31526151348271,0,2.53366666666667,2.76253964508511
"86",4,4.06589071325873,0,4,3.92497467084774
"87",4,4.4024372546332,0,4.03,3.92926464499524
"88",4,4.27328617139577,0,4.043,3.83213178896029
"89",4,3.96690658225044,0,4.1725,4.08574273052699
"90",4,4.30178321008241,0,4.04433333333333,3.86416720023532
"91",4,2.45879598165561,0,1.762,2.07873776871295
"92",4,3.71315575332575,0,2.93481818181818,3.89095276287305
"93",4,4.05752455741953,0,5.06516666666667,4.25739619514028
"94",4,4.21539508339892,0,3.90154761904762,3.93377915783155
"136",8,4.46004171164852,0,5.18566666666667,3.88044148144413
"139",3,4.51143389893006,0,5.31866666666667,4.34419735201056
"140",3,4.39584534293852,0,4.55216666666667,3.92520244823333
"141",3,4.0882485489178,0,4.22166666666667,3.76154425455195
"148",2,3.96545889710599,0,3.85133333333333,4.04705014399581
"149",2,4.01559725308752,0,6.14758333333333,4.24634464454877
"150",2,4.16380010624193,0,5.976,4.18007520498321
"151",2,3.90487965100996,0,4.18866666666667,4.14608234540814
"152",2,4.23627019566199,0,3.68,3.74831139467068
"153",2,4.31465148300309,0,4.47033333333333,3.9347660866296
"154",2,4.28612721868097,0,3.16583333333333,3.85187451524502
"171",6,3.81690656864585,0,4.46533333333333,4.13455391919453
"172",6,4.32418823110027,0,4.01133333333333,3.80565038491855
"173",6,4.37834851517132,0,4.78433333333333,3.96243289865818
"174",6,3.99910200150457,0,4.61933333333333,3.73209097984886
"187",4,3.86256460323446,0,4.22,4.11644480821488
"188",4,4.28621133122469,0,4.01583333333333,3.90232036527917
"189",4,4.06247164467224,0,4.168,4.21444672602484
"190",4,3.87096419976564,0,5.8725,4.13384535042361
"191",4,4.0077704453266,0,3.5535,4.10366369135412
"192",4,4.21033470691743,0,4.031,3.85602767684192
"193",4,3.56762166642469,0,3.135,3.46141833862532
"194",4,4.29706181018549,0,4.003,3.90688964601187
