,0,1
0,not,0.9391414113438495
1,when,0.9311352119777578
2,so,0.9352347289289177
3,good,0.942235856180341
4,last,0.9444494469888062
5,now,0.9355387902063896
6,onli,0.933894431494386
7,too,0.9337879956528868
8,there,0.933906862234132
9,where,0.9281588629423564
