"","t.cvCosineSim.","groupName"
"X0",0.986729059234127,"Shepherd_train23"
"V2",0.984273848615892,"Shepherd_train23"
"V3",0.989043353533815,"Shepherd_train23"
"V4",0.987498261936466,"Shepherd_train23"
"V5",0.986982821863573,"Shepherd_train23"
"V6",0.981910452110384,"Shepherd_train23"
"V7",0.985269855550188,"Shepherd_train23"
"V8",0.984747226680757,"Shepherd_train23"
"V9",0.988764115743463,"Shepherd_train23"
"V10",0.989214418129434,"Shepherd_train23"
