"","t.cvCosineSim.","groupName"
"X0",0.990427251667932,"DorothyDay_train39"
"V2",0.991713868436026,"DorothyDay_train39"
"V3",0.99265861437506,"DorothyDay_train39"
"V4",0.988622455763699,"DorothyDay_train39"
"V5",0.993683985195832,"DorothyDay_train39"
"V6",0.989867333397304,"DorothyDay_train39"
"V7",0.994221648841712,"DorothyDay_train39"
"V8",0.988728972351053,"DorothyDay_train39"
"V9",0.993429184834898,"DorothyDay_train39"
"V10",0.98844860418533,"DorothyDay_train39"
