,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2,2.5,0.5,poly,4,3,0.7941176470588235,25,5,1,auto,0.9117647058823529,0.05,0.1,poly,2,2,0.8823529411764706,25,5,1,auto,0.9117647058823529
1,3,2.0,0.5,poly,4,3,0.7941176470588235,25,10,1,sqrt,0.9117647058823529,0.05,0.1,poly,4,1,0.8823529411764706,25,10,1,sqrt,0.9117647058823529
2,4,3.0,0.1,poly,4,3,0.7647058823529411,10,10,1,auto,0.9411764705882353,3.5,0.1,rbf,0,0,0.9117647058823529,10,10,1,auto,0.9411764705882353
3,5,3.5,0.01,poly,4,3,0.7941176470588235,10,10,3,auto,0.9411764705882353,0.5,0.5,poly,4,2,0.9411764705882353,10,10,3,auto,0.9411764705882353
4,6,2.0,0.5,poly,4,3,0.7941176470588235,25,15,1,sqrt,0.8823529411764706,3.0,0.01,rbf,0,0,0.8823529411764706,25,15,1,sqrt,0.8823529411764706
