"","t.cvCosineSim.","groupName"
"X0",0.991165716720663,"Rabbinic_train6"
"V2",0.989876019629466,"Rabbinic_train6"
"V3",0.990429978014004,"Rabbinic_train6"
"V4",0.992097178212925,"Rabbinic_train6"
"V5",0.993902851194239,"Rabbinic_train6"
"V6",0.993547195183547,"Rabbinic_train6"
"V7",0.990420094391889,"Rabbinic_train6"
"V8",0.990830355484911,"Rabbinic_train6"
"V9",0.984614068433415,"Rabbinic_train6"
"V10",0.985627815893588,"Rabbinic_train6"
