"","t.cvCosineSim.","groupName"
"X0",0.987279087380212,"Unitarian_train8"
"V2",0.986977068636714,"Unitarian_train8"
"V3",0.987504499634887,"Unitarian_train8"
"V4",0.989983529405297,"Unitarian_train8"
"V5",0.990483241477688,"Unitarian_train8"
"V6",0.986814265562897,"Unitarian_train8"
"V7",0.986734925019051,"Unitarian_train8"
"V8",0.989569390364991,"Unitarian_train8"
"V9",0.988076495340395,"Unitarian_train8"
"V10",0.985052569284219,"Unitarian_train8"
