"","Actual","ANN","OL","RF","SVM"
"1",4,2.84524090120543,0,2.83174683042632,2.93730150979316
"2",4,4.23132054830351,0,4.36961108656874,4.15918066637007
"3",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"4",4,4.1054431980574,0,4.39720899348517,3.96957408404335
"5",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"6",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"7",4,4.23132054830351,0,4.36961108656874,4.15918066637007
"8",4,4.23112447185346,0,4.30655946314236,4.15867755688591
"9",4,4.23112447185346,0,4.30655946314236,4.15867755688591
"10",4,4.23112447185346,0,4.30655946314236,4.15867755688591
"11",4,1.89214526298126,0,1.64821128871129,0.840403458453295
"12",4,4.23132054830351,0,4.36961108656874,4.15918066637007
"13",4,4.23112447185346,0,4.30655946314236,4.15867755688591
"14",4,4.1054431980574,0,4.39720899348517,3.96957408404335
"15",4,4.1054431980574,0,4.39720899348517,3.96957408404335
"16",4,4.23112447185346,0,4.30655946314236,4.15867755688591
"17",4,2.84524090120543,0,2.83174683042632,2.93730150979316
"18",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"19",4,4.23132054830351,0,4.36961108656874,4.15918066637007
"20",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"21",4,4.23132054830351,0,4.36961108656874,4.15918066637007
"22",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"23",4,2.84524090120543,0,2.83174683042632,2.93730150979316
"78",4,4.23112447185346,0,4.30655946314236,4.15867755688591
"79",4,4.23132054830351,0,4.36961108656874,4.15918066637007
"80",4,2.84524090120543,0,2.83174683042632,2.93730150979316
"81",4,4.1054431980574,0,4.39720899348517,3.96957408404335
"82",4,4.1054431980574,0,4.39720899348517,3.96957408404335
"83",4,4.23112447185346,0,4.30655946314236,4.15867755688591
"84",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"85",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"86",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"87",4,4.23112447185346,0,4.30655946314236,4.15867755688591
"88",4,4.23112447185346,0,4.30655946314236,4.15867755688591
"89",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"90",4,4.23112447185346,0,4.30655946314236,4.15867755688591
"91",4,1.95123801482665,0,2.1030242227243,1.15859705486773
"92",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"93",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"94",4,4.22612942163092,0,4.00044666372687,3.90212419221394
"136",8,4.23131057359412,0,2.88661905875061,4.20298702472418
"139",3,4.23132054830351,0,4.36961108656874,4.15918066637007
"140",3,4.23132054830351,0,4.36961108656874,4.15918066637007
"141",3,4.21610138141842,0,3.97900111825479,3.91768474972379
"148",2,4.22612942163092,0,4.00044666372687,3.90212419221394
"149",2,4.23132054830351,0,4.36961108656874,4.15918066637007
"150",2,4.23112447185346,0,4.30655946314236,4.15867755688591
"151",2,4.1054431980574,0,4.39720899348517,3.96957408404335
"152",2,4.22612942163092,0,4.00044666372687,3.90212419221394
"153",2,4.22612942163092,0,4.00044666372687,3.90212419221394
"154",2,4.23131708872911,0,2.88661905875061,4.18088250691749
"171",6,1.95123801482665,0,2.1030242227243,1.15859705486773
"172",6,4.23112447185346,0,4.30655946314236,4.15867755688591
"173",6,4.23132054830351,0,4.36961108656874,4.15918066637007
"174",6,4.22612942163092,0,4.00044666372687,3.90212419221394
"187",4,4.1054431980574,0,4.39720899348517,3.96957408404335
"188",4,4.23112447185346,0,4.30655946314236,4.15867755688591
