,0,1
0,not,0.919939102663586
1,when,0.9175309767366296
2,now,0.9176160948750569
3,so,0.9171692287733402
4,own,0.9267654828094071
5,then,0.9200878805440594
6,also,0.9153060840123639
7,great,0.9085776229973633
8,good,0.9152053484981252
9,unto,0.922941780186484
